Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Graves;Marksman;JUNGLE;S;65.42;5.11;50.59%;91.09%;10.00%;6.33%;2.63
Gwen;Fighter;TOP;A;54.24;0.5;49.87%;90.00%;4.08%;2.35%;1.7
Hecarim;Fighter;JUNGLE;A;53.3;-2.19;49.23%;99.05%;5.83%;13.06%;2.59
Heimerdinger;Mage;MID;B;44.37;2.92;52.86%;26.09%;0.71%;1.31%;1.93
Heimerdinger;Mage;SUPPORT;B;42.74;2.65;50.87%;47.15%;1.14%;1.25%;1.94
Heimerdinger;Mage;TOP;D;30.41;1.6;50.30%;20.39%;0.53%;1.31%;1.64
Illaoi;Fighter;TOP;S;62.16;2.1;50.71%;93.39%;4.67%;11.19%;1.44
Irelia;Fighter;TOP;S;57.45;4.32;49.79%;51.05%;4.20%;11.48%;1.64
Irelia;Fighter;MID;A;49.48;0.24;49.92%;47.17%;3.96%;11.48%;1.78
Ivern;Support;JUNGLE;S;59;18.64;53.36%;69.84%;3.71%;3.82%;3.59
Ivern;Support;SUPPORT;B;42.76;15.95;49.75%;14.10%;0.72%;3.82%;2.75
Janna;Support;SUPPORT;S;58.93;-4.24;53.26%;98.83%;5.04%;1.37%;3.18
Jarvan IV;Tank;JUNGLE;S;60.86;0.95;52.40%;92.25%;5.84%;3.09%;3.3
Jax;Fighter;TOP;God;92.54;0.77;51.10%;85.95%;7.93%;16.17%;1.7
Jax;Fighter;JUNGLE;C;41.15;2.44;50.71%;11.74%;1.11%;15.73%;2.13
Jayce;Fighter;TOP;S;58.31;-3.43;49.65%;68.18%;4.55%;3.40%;1.81
Jayce;Fighter;MID;B;44.35;-3.32;50.02%;30.03%;2.04%;3.40%;2.1
Jhin;Marksman;ADC;God;94.65;3.53;51.13%;96.51%;18.47%;7.41%;2.85
Jinx;Marksman;ADC;S;63.8;-25.38;49.92%;98.20%;12.59%;4.04%;2.25
K'Sante;Fighter;TOP;God;76.67;7.65;46.40%;84.16%;7.82%;6.90%;1.87
K'Sante;Fighter;MID;D;35.13;0.46;46.32%;13.94%;1.38%;6.90%;1.96
Kai'Sa;Marksman;ADC;A;53.5;-14.35;48.53%;91.33%;10.68%;1.77%;2.34
Kalista;Marksman;ADC;D;25.95;2.16;48.08%;89.89%;3.39%;1.05%;2.19
Karma;Mage;SUPPORT;B;47.55;-5.74;47.34%;86.63%;5.39%;1.04%;2.54
Karthus;Mage;MID;B;41.65;1.04;50.92%;12.06%;0.48%;3.15%;2.21
Karthus;Mage;JUNGLE;B;41.49;-4.29;49.18%;48.87%;2.00%;3.15%;2.42
Karthus;Mage;ADC;D;35.25;-9.59;54.91%;28.92%;1.28%;3.15%;2.26
Kassadin;Assassin;MID;B;45.23;1.5;49.85%;95.99%;1.78%;3.09%;2.5
Katarina;Assassin;MID;S;62.82;-5.04;48.74%;95.48%;7.73%;13.42%;2.2
Kayle;Fighter;TOP;God;68.85;-13.19;52.83%;86.80%;5.07%;4.02%;1.78
Kayle;Fighter;MID;B;42.48;0.26;51.64%;10.74%;0.56%;4.02%;2.07
Kayn;Fighter;JUNGLE;S;61.13;-0.85;49.89%;92.63%;9.06%;9.35%;2.37
Kennen;Mage;MID;B;45.66;1.66;52.68%;16.73%;0.50%;2.05%;2.37
Kennen;Mage;TOP;B;44.07;-3.43;49.55%;79.23%;2.39%;2.05%;1.99
Kha'Zix;Assassin;JUNGLE;God;93.62;-1.13;50.94%;99.24%;13.40%;38.50%;2.6
Kindred;Marksman;JUNGLE;S;63.64;15.74;52.24%;95.76%;8.18%;8.77%;2.41
Kled;Fighter;TOP;A;51.06;1.76;53.19%;87.96%;2.06%;1.60%;2.18
Kog'Maw;Marksman;ADC;A;54.22;-10.56;53.14%;95.29%;6.90%;15.48%;2.22
LeBlanc;Assassin;MID;A;52.16;-1.13;49.20%;87.84%;3.85%;7.01%;2.74
Lee Sin;Fighter;JUNGLE;S;60.84;1.08;47.69%;92.30%;10.54%;5.27%;2.63
Leona;Tank;SUPPORT;A;51.25;1.57;50.90%;98.64%;4.43%;3.31%;2.38
Lillia;Fighter;JUNGLE;A;50.79;2.5;51.95%;86.15%;3.07%;1.50%;2.78
Lillia;Fighter;TOP;D;31.45;-3.48;49.99%;10.94%;0.45%;1.71%;1.96
Lissandra;Mage;MID;A;50.5;0.84;50.58%;94.43%;3.30%;1.58%;2.4
Lucian;Marksman;ADC;God;74.37;19.46;50.67%;94.85%;14.12%;8.16%;2.31
Lulu;Support;SUPPORT;S;61.59;-11.86;47.90%;97.27%;10.25%;9.46%;2.85
Lux;Mage;SUPPORT;God;66.1;-3.28;50.29%;65.35%;10.63%;10.51%;2.38
Lux;Mage;MID;S;57.83;-0.02;50.22%;31.68%;4.68%;10.51%;2.81
Malphite;Tank;TOP;God;90.65;0.14;51.29%;74.88%;7.06%;15.03%;2.47
Malphite;Tank;MID;B;45.01;-3.92;50.58%;11.94%;1.17%;15.03%;2.48
Malphite;Tank;SUPPORT;C;36.43;6.14;47.08%;10.31%;1.00%;15.03%;1.94
Malzahar;Mage;MID;A;55.09;1.43;52.20%;90.85%;3.99%;4.99%;2.22
Maokai;Tank;JUNGLE;A;49.65;-5.1;50.22%;63.60%;3.58%;1.08%;2.97
Maokai;Tank;SUPPORT;B;44.19;0.97;51.22%;17.94%;0.98%;1.08%;2.3
Maokai;Tank;TOP;C;39.16;-3.18;50.13%;17.36%;1.07%;1.08%;2.42
Master Yi;Assassin;JUNGLE;S;63.56;-1.18;49.95%;89.96%;8.79%;20.69%;2.08
Milio;Support;SUPPORT;God;95.96;1.46;52.52%;99.55%;14.25%;31.92%;3.53
Miss Fortune;Marksman;ADC;S;61.28;9.64;51.56%;90.97%;10.80%;2.82%;2.27
Mordekaiser;Fighter;TOP;God;80.95;5.43;50.67%;86.00%;6.68%;11.63%;1.88
Morgana;Mage;SUPPORT;A;53.65;-4.96;48.37%;89.07%;5.67%;23.67%;2.34
Nami;Support;SUPPORT;S;59.38;-2.49;50.44%;99.61%;7.87%;0.72%;3.03
Nasus;Fighter;TOP;S;56.3;-4.74;49.97%;79.78%;4.15%;3.69%;1.82
Nasus;Fighter;MID;B;41.7;0;50.98%;12.87%;0.52%;3.69%;2.17
Nautilus;Tank;SUPPORT;S;62.74;-4.77;50.30%;92.29%;9.51%;12.41%;2.33
Neeko;Mage;MID;S;66.03;11.74;53.25%;44.83%;5.10%;22.69%;2.52
Neeko;Mage;SUPPORT;B;47.25;1.34;49.49%;28.19%;3.38%;22.69%;2.07
Neeko;Mage;JUNGLE;B;43.36;-1.24;48.08%;21.10%;2.34%;22.69%;2.76
Nidalee;Assassin;JUNGLE;B;47.63;-0.21;48.18%;90.25%;4.24%;4.11%;2.91
Nilah;Marksman;ADC;C;41.15;1.64;53.96%;97.08%;3.43%;4.95%;2.31
Nocturne;Assassin;JUNGLE;A;52.38;-0.4;50.98%;94.15%;4.67%;4.41%;2.61
Nunu;Tank;JUNGLE;B;44.08;-4.91;48.00%;91.11%;3.56%;0.78%;2.68
Olaf;Fighter;TOP;A;50.59;2.64;51.67%;88.39%;2.84%;4.15%;1.76
Orianna;Mage;MID;A;48.33;2.65;50.83%;89.06%;1.95%;0.19%;2.7
Ornn;Tank;TOP;God;69.35;-9.82;51.16%;94.02%;5.20%;1.70%;2.38
Pantheon;Fighter;MID;A;49.72;-5.26;50.67%;36.48%;3.13%;6.11%;2.22
Pantheon;Fighter;TOP;B;47.01;-2.6;50.07%;31.53%;2.54%;6.11%;2.01
Pantheon;Fighter;SUPPORT;C;39.65;2.09;47.84%;23.33%;2.09%;6.11%;1.88
Poppy;Tank;TOP;B;46.88;-1.53;50.32%;49.03%;2.40%;2.38%;2.14
Poppy;Tank;JUNGLE;B;46.46;-2.8;51.10%;42.32%;1.94%;2.38%;2.76
Pyke;Support;SUPPORT;A;54.25;-6.06;48.48%;95.60%;7.40%;12.37%;2.15
Qiyana;Assassin;MID;B;44.72;-5.28;49.09%;79.49%;2.73%;1.04%;2.13
Qiyana;Assassin;JUNGLE;D;29.06;-9.54;44.84%;14.48%;0.40%;1.04%;2.31
Quinn;Marksman;MID;A;48.51;2.46;54.99%;12.59%;0.27%;0.95%;2.25
Quinn;Marksman;TOP;B;43.14;-0.89;51.66%;77.03%;1.63%;0.92%;1.96
Rakan;Support;SUPPORT;S;58.79;-5.16;52.03%;98.47%;6.44%;1.37%;2.9
Rammus;Tank;JUNGLE;A;51.93;-1.31;52.11%;73.26%;2.59%;8.14%;3.09
Rammus;Tank;TOP;D;30.6;-3.57;50.32%;22.11%;0.64%;8.67%;1.5
Rek'Sai;Fighter;JUNGLE;S;59.91;24.24;53.23%;88.61%;5.44%;6.15%;2.85
Rell;Tank;SUPPORT;A;54.42;5.92;52.17%;69.33%;4.26%;1.47%;2.87
Rell;Tank;JUNGLE;B;43.54;0;48.55%;27.06%;1.68%;1.47%;3.28
Renata Glasc;Support;SUPPORT;B;43.85;-0.96;49.52%;98.23%;1.71%;0.45%;2.6
Renekton;Fighter;TOP;S;59.54;19.77;50.50%;88.70%;4.42%;2.31%;1.93
Rengar;Assassin;JUNGLE;S;56.31;3.23;50.99%;82.29%;5.64%;18.33%;2.4
Rengar;Assassin;TOP;C;39.87;2.44;50.92%;14.15%;1.06%;18.33%;2.01
Riven;Fighter;TOP;A;54.16;-1.67;49.33%;87.75%;4.15%;1.35%;1.83
Rumble;Fighter;MID;B;42.77;0.84;50.27%;40.05%;0.99%;0.79%;2.36
Rumble;Fighter;TOP;D;31.36;-1.64;47.66%;46.56%;1.14%;0.79%;2.03
Rumble;Fighter;JUNGLE;D;30.72;-2.73;45.20%;10.23%;0.26%;0.79%;2.6
Ryze;Mage;MID;C;37.13;-3.36;47.00%;79.25%;1.35%;0.16%;2.21
Ryze;Mage;TOP;D;24.71;4.35;47.78%;15.84%;0.26%;0.17%;1.89
Samira;Marksman;ADC;A;51.23;11.51;50.53%;97.34%;7.88%;12.88%;2.21
Sejuani;Tank;JUNGLE;A;49.42;-1.37;50.54%;83.93%;2.66%;0.57%;3.26
Sejuani;Tank;TOP;D;34.5;2.89;50.77%;10.52%;0.33%;0.62%;2.26
Senna;Marksman;SUPPORT;S;58.57;-1.23;51.20%;92.51%;7.53%;2.67%;2.53
Seraphine;Mage;SUPPORT;B;47.63;0.09;49.62%;70.08%;3.85%;1.06%;2.37
Seraphine;Mage;MID;B;45.96;3.34;51.48%;11.17%;0.55%;1.06%;2.82
Seraphine;Mage;ADC;C;37.28;-7.55;54.21%;18.32%;0.88%;1.06%;2.96
Sett;Fighter;TOP;God;66.29;2.48;50.45%;84.56%;5.55%;3.20%;1.71
Shaco;Assassin;JUNGLE;A;53.03;-0.9;48.28%;75.23%;5.85%;16.73%;2.65
Shaco;Assassin;SUPPORT;B;44.26;3.47;50.61%;16.52%;1.28%;16.73%;2.27
Shen;Tank;TOP;S;58.45;0.44;51.06%;83.93%;3.11%;0.60%;2.92
Shen;Tank;SUPPORT;C;39.21;0;48.49%;10.48%;0.40%;0.59%;2.53
Shyvana;Fighter;JUNGLE;C;40.37;-3.36;49.51%;80.93%;1.30%;0.26%;2.43
Shyvana;Fighter;TOP;D;27.45;0.64;49.31%;11.63%;0.19%;0.29%;1.86
Singed;Tank;MID;A;51.46;1.25;55.07%;10.59%;0.23%;0.38%;2.83
Singed;Tank;TOP;C;40.95;-2.24;50.52%;79.19%;1.65%;0.40%;2
Sion;Tank;TOP;God;66.7;0.91;50.50%;80.16%;5.68%;3.21%;1.67
Sion;Tank;MID;C;37.96;-0.52;50.57%;10.59%;0.71%;3.21%;1.46
Sivir;Marksman;ADC;D;28.09;-3.53;49.74%;96.93%;2.51%;0.53%;2.37
Skarner;Fighter;JUNGLE;C;41.04;-4.27;50.13%;74.78%;0.67%;0.15%;2.64
Skarner;Fighter;TOP;D;26.29;-5.78;48.07%;20.42%;0.14%;0.15%;2.14
Sona;Support;SUPPORT;A;54.36;-4.36;52.64%;98.07%;3.87%;0.25%;2.88
Soraka;Support;SUPPORT;A;51.68;2.53;51.02%;95.71%;4.10%;1.11%;2.73
Swain;Mage;MID;A;48.9;-1.71;52.42%;23.73%;1.25%;2.76%;2.64
Swain;Mage;SUPPORT;A;48.63;0.84;50.53%;57.68%;3.57%;2.76%;2.33
Sylas;Mage;MID;S;56.85;-1.72;49.70%;57.71%;5.92%;8.76%;2.12
Sylas;Mage;JUNGLE;B;44.54;-3.55;49.17%;30.52%;3.04%;8.76%;2.44
Syndra;Mage;MID;S;55.87;-0.99;50.50%;92.75%;5.28%;2.62%;2.26
Tahm Kench;Support;TOP;C;40.13;-2.73;48.69%;62.33%;1.78%;0.85%;2.33
Tahm Kench;Support;SUPPORT;C;38.92;1.96;48.50%;28.79%;0.69%;0.92%;2.26
Taliyah;Mage;MID;C;41.31;-2.65;49.64%;66.93%;1.17%;0.34%;2.2
Taliyah;Mage;JUNGLE;D;36.1;-2.37;47.92%;19.40%;0.34%;0.34%;2.63
Talon;Assassin;MID;A;51.45;-5.57;50.53%;69.44%;3.84%;3.71%;2.23
Talon;Assassin;JUNGLE;C;40.3;-2.43;48.85%;27.56%;1.60%;3.71%;2.49
Taric;Support;SUPPORT;A;49.52;1.48;52.70%;90.37%;1.49%;0.26%;2.84
Teemo;Marksman;TOP;S;62.05;0.35;50.91%;72.21%;4.50%;7.10%;1.69
Thresh;Support;SUPPORT;God;69.09;-8.35;49.86%;97.54%;13.20%;5.62%;2.55
Tristana;Marksman;MID;C;40.54;-1.83;49.84%;21.57%;1.11%;2.70%;2
Tristana;Marksman;ADC;C;36.43;1.67;49.90%;74.38%;4.91%;2.70%;2.27
Trundle;Fighter;JUNGLE;B;43.29;-5.1;50.28%;61.86%;1.61%;0.82%;2.59
Trundle;Fighter;TOP;D;29.15;-1.41;49.54%;34.87%;0.71%;0.76%;1.53
Tryndamere;Fighter;MID;B;46.24;0.57;54.26%;10.47%;0.30%;2.05%;2.04
Tryndamere;Fighter;TOP;B;43.99;-4.41;50.36%;80.55%;2.38%;2.02%;1.75
Twisted Fate;Mage;MID;B;47.02;1.4;48.52%;87.04%;3.82%;0.28%;2.16
Twitch;Marksman;ADC;B;43.21;-2.75;51.02%;79.77%;5.71%;5.10%;2.4
Twitch;Marksman;SUPPORT;C;38.21;6.08;48.45%;11.18%;0.73%;5.10%;2.03
Udyr;Fighter;JUNGLE;B;47.48;0.69;51.45%;81.11%;2.58%;2.56%;2.52
Udyr;Fighter;TOP;D;26.69;-1.32;48.65%;16.53%;0.53%;2.56%;1.62
Urgot;Fighter;TOP;A;48.59;4.32;51.58%;92.76%;2.45%;0.93%;1.97
Varus;Marksman;ADC;C;38.85;-9.71;49.71%;70.10%;5.92%;1.62%;2.23
Varus;Marksman;TOP;C;38.04;0;50.27%;18.24%;1.42%;1.62%;1.87
Vayne;Marksman;ADC;D;34.46;-8.46;48.72%;77.69%;5.61%;4.82%;1.99
Vayne;Marksman;TOP;D;28.98;-7.25;47.91%;18.44%;1.20%;4.82%;1.5
Veigar;Mage;MID;S;57.76;-3.69;50.95%;74.50%;5.62%;4.57%;2.17
Veigar;Mage;ADC;D;27.15;-6.92;51.68%;13.50%;1.00%;4.99%;2.31
Vel'Koz;Mage;SUPPORT;B;44.51;3.22;50.88%;64.57%;1.64%;0.41%;2.17
Vel'Koz;Mage;MID;C;39.63;-6.01;48.73%;30.60%;0.70%;0.41%;2.47
Vex;Mage;MID;A;52.13;3.12;51.62%;93.82%;3.24%;3.80%;2.34
Vi;Fighter;JUNGLE;A;53.62;1.28;50.75%;95.48%;5.84%;2.79%;2.43
Viego;Assassin;JUNGLE;A;53.5;1.61;49.28%;93.78%;6.98%;1.90%;2.44
Viktor;Mage;MID;A;53.33;-0.3;50.97%;94.01%;4.33%;2.42%;2.17
Vladimir;Mage;MID;A;50.95;2.38;49.97%;74.84%;3.78%;5.39%;2.33
Vladimir;Mage;TOP;C;39.22;5.64;51.04%;23.05%;1.03%;5.39%;2.13
Volibear;Fighter;JUNGLE;B;42.95;-2.69;50.89%;31.03%;1.10%;0.70%;2.53
Volibear;Fighter;TOP;C;37.33;-6.29;48.04%;64.33%;2.29%;0.70%;1.65
Warwick;Fighter;JUNGLE;B;44.56;-4.6;48.21%;68.10%;4.33%;5.26%;2.14
Warwick;Fighter;TOP;C;37.46;-0.71;50.13%;28.93%;1.39%;5.26%;1.79
Wukong;Fighter;JUNGLE;B;47.84;-3.13;50.22%;81.58%;3.30%;1.77%;2.72
Wukong;Fighter;TOP;D;32.81;-1.46;49.99%;14.56%;0.58%;1.77%;2.03
Xayah;Marksman;ADC;A;48.74;-2.38;50.71%;98.93%;7.71%;3.21%;2.35
Xerath;Mage;SUPPORT;A;48.6;-3.95;50.03%;71.91%;3.73%;3.48%;2.47
Xerath;Mage;MID;B;47.35;-1.45;50.17%;25.07%;1.25%;3.48%;3.13
Xin Zhao;Fighter;JUNGLE;B;44.2;-1.25;50.41%;86.50%;2.55%;0.38%;2.27
Yasuo;Fighter;MID;God;88.48;-0.08;49.61%;72.03%;13.90%;20.29%;1.76
Yasuo;Fighter;TOP;A;48.67;3.09;48.28%;16.80%;3.18%;20.29%;1.52
Yone;Assassin;MID;S;59.64;-0.62;49.91%;56.63%;7.05%;7.37%;1.91
Yone;Assassin;TOP;S;59.06;3.11;49.81%;39.74%;4.56%;7.37%;1.68
Yorick;Fighter;TOP;A;48.41;-1.23;50.42%;89.81%;3.17%;4.08%;1.5
Yuumi;Support;SUPPORT;God;84.09;5.77;50.11%;99.29%;13.12%;23.39%;4.54
Zac;Tank;JUNGLE;A;52.41;-2.96;51.11%;69.01%;2.88%;2.37%;3.53
Zac;Tank;TOP;B;45.84;3.23;53.10%;16.42%;0.75%;2.37%;2.72
Zed;Assassin;MID;God;77.16;-6.34;48.44%;84.65%;9.69%;29.46%;2.2
Zeri;Marksman;ADC;God;80.32;32.64;51.80%;97.29%;12.61%;16.39%;2.58
Ziggs;Mage;MID;B;45.31;-0.5;50.84%;62.40%;1.58%;0.28%;2.32
Ziggs;Mage;SUPPORT;C;36.26;2.64;47.99%;12.40%;0.33%;0.32%;1.94
Ziggs;Mage;ADC;D;32.49;-1.6;53.97%;25.30%;0.60%;0.28%;2.52
Zilean;Support;MID;A;52.19;1.47;53.82%;13.69%;0.31%;0.61%;3.37
Zilean;Support;SUPPORT;B;45.5;2.55;49.50%;80.60%;1.82%;0.60%;3.03
Zoe;Mage;MID;A;51.23;0.59;50.75%;87.76%;3.10%;1.96%;2.59
Zoe;Mage;SUPPORT;D;35.96;1.72;47.51%;10.21%;0.37%;2.00%;2.06
Zyra;Mage;SUPPORT;A;48.25;2.95;51.96%;90.05%;2.63%;1.77%;2.12
