Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Renekton;Fighter;MID;D;35.5;-5.77;48.99%;13.06%;0.59%;2.51%;1.97
Rengar;Assassin;JUNGLE;B;46.41;-0.24;49.59%;76.12%;3.58%;7.45%;2.36
Rengar;Assassin;TOP;C;41.54;0.74;50.26%;20.84%;1.02%;7.45%;2
Riven;Fighter;TOP;S;58.41;-7.13;50.28%;89.91%;5.26%;2.06%;1.87
Rumble;Fighter;MID;B;45.04;-2.68;51.41%;39.48%;1.35%;1.47%;2.5
Rumble;Fighter;TOP;C;41.96;2.97;49.15%;47.69%;1.51%;1.47%;2.14
Rumble;Fighter;JUNGLE;D;35.94;2.74;48.29%;10.20%;0.35%;1.47%;2.76
Ryze;Mage;MID;B;42.74;-1.84;49.03%;83.98%;2.07%;0.41%;2.37
Ryze;Mage;TOP;C;38.56;8.97;50.42%;13.74%;0.34%;0.41%;1.99
Samira;Marksman;ADC;A;49.72;-7.89;50.55%;97.63%;6.74%;18.27%;2.25
Sejuani;Tank;JUNGLE;A;53.77;-0.41;50.62%;83.80%;4.20%;1.28%;3.24
Sejuani;Tank;TOP;C;40.94;1.89;50.20%;11.89%;0.55%;1.28%;2.34
Senna;Marksman;SUPPORT;S;58.52;-1.75;51.84%;91.99%;8.31%;2.92%;2.61
Seraphine;Mage;SUPPORT;A;49;1.13;49.71%;66.19%;4.33%;1.30%;2.49
Seraphine;Mage;MID;B;46.19;1.35;51.83%;11.62%;0.70%;1.30%;3.07
Seraphine;Mage;ADC;C;39.91;5.53;52.93%;21.66%;1.10%;1.30%;3.02
Sett;Fighter;TOP;S;63.92;-9.57;50.01%;84.88%;6.66%;4.09%;1.74
Shaco;Assassin;JUNGLE;S;56.49;2;48.79%;81.14%;5.89%;17.32%;2.72
Shaco;Assassin;SUPPORT;C;41.38;-0.21;48.30%;12.50%;0.88%;17.32%;2.25
Shen;Tank;TOP;S;63.06;-2.8;51.42%;85.32%;4.41%;0.77%;3.02
Shyvana;Fighter;JUNGLE;B;42.87;0.98;50.58%;82.79%;1.63%;0.34%;2.54
Shyvana;Fighter;TOP;C;37.97;6.65;50.57%;10.48%;0.21%;0.35%;1.94
Singed;Tank;MID;A;52.33;0.08;56.33%;16.16%;0.43%;0.57%;2.89
Singed;Tank;TOP;A;50.4;2.25;53.24%;74.49%;1.82%;0.57%;2.09
Sion;Tank;TOP;S;64.57;-0.3;51.15%;83.39%;6.54%;2.32%;1.72
Sivir;Marksman;ADC;C;39.89;-4.91;50.15%;98.35%;4.65%;0.92%;2.44
Skarner;Fighter;JUNGLE;B;44.93;-2.43;51.88%;77.97%;0.95%;0.19%;2.83
Skarner;Fighter;TOP;D;30.61;-1.63;46.17%;19.07%;0.19%;0.18%;2.08
Sona;Support;SUPPORT;A;49.44;-0.81;50.68%;97.45%;2.65%;0.17%;2.83
Soraka;Support;SUPPORT;A;51.58;1.08;50.88%;95.97%;4.09%;1.47%;2.78
Swain;Mage;MID;A;48.02;-0.96;52.52%;26.66%;1.14%;2.72%;2.86
Swain;Mage;SUPPORT;B;47.73;-1.03;50.18%;56.56%;2.98%;2.72%;2.41
Sylas;Mage;MID;God;65.76;4.87;50.11%;56.21%;7.10%;14.29%;2.18
Sylas;Mage;JUNGLE;A;48.78;-3.38;49.19%;33.06%;4.15%;14.29%;2.46
Syndra;Mage;MID;A;52.18;0.81;49.69%;92.88%;4.43%;2.29%;2.28
Tahm Kench;Support;TOP;B;47.82;1.74;50.59%;64.34%;1.81%;0.75%;2.5
Tahm Kench;Support;SUPPORT;C;39.73;-1.07;47.53%;25.01%;0.55%;0.75%;2.35
Taliyah;Mage;MID;B;43.55;-2.23;50.33%;71.03%;1.76%;0.45%;2.29
Taliyah;Mage;JUNGLE;C;38.13;-5.79;49.51%;19.19%;0.50%;0.45%;2.65
Talon;Assassin;MID;A;51.8;4.94;50.02%;71.98%;4.27%;2.87%;2.18
Talon;Assassin;JUNGLE;C;38.08;2.91;48.62%;25.25%;1.56%;2.87%;2.36
Taric;Support;SUPPORT;A;49.58;-1.04;51.98%;87.14%;1.34%;0.30%;2.76
Teemo;Marksman;TOP;S;57.91;-1.18;51.52%;74.68%;4.42%;6.70%;1.74
Thresh;Support;SUPPORT;God;69.76;-6.9;50.63%;97.41%;16.69%;8.75%;2.61
Tristana;Marksman;ADC;B;45.67;-2.78;50.19%;73.17%;6.71%;3.85%;2.32
Tristana;Marksman;MID;B;44.82;-3.16;51.69%;22.48%;1.68%;3.85%;2.08
Trundle;Fighter;JUNGLE;B;46.33;3.34;52.15%;71.98%;1.38%;0.76%;2.76
Trundle;Fighter;TOP;D;30.91;1.73;47.36%;23.14%;0.44%;0.80%;1.55
Tryndamere;Fighter;TOP;C;42.66;-0.15;48.84%;75.08%;2.35%;2.38%;1.72
Tryndamere;Fighter;MID;C;39.36;-4.13;51.21%;16.33%;0.44%;2.38%;2.07
Twisted Fate;Mage;MID;B;43.13;-1.67;48.39%;91.84%;2.51%;0.17%;2.37
Twitch;Marksman;ADC;B;44.47;0.94;51.66%;70.00%;4.76%;7.71%;2.44
Twitch;Marksman;SUPPORT;C;39.32;-0.71;47.32%;19.55%;1.29%;7.71%;2
Udyr;Fighter;JUNGLE;A;48.27;-0.77;50.59%;86.08%;3.22%;6.69%;2.6
Udyr;Fighter;TOP;D;34.25;3.03;48.45%;12.52%;0.46%;6.45%;1.76
Urgot;Fighter;TOP;B;45.11;1.48;49.35%;90.95%;2.49%;1.06%;1.91
Varus;Marksman;ADC;B;45.98;-2.33;50.00%;86.60%;6.97%;1.68%;2.4
Vayne;Marksman;ADC;A;52.6;20;50.72%;79.30%;8.79%;7.64%;2.14
Vayne;Marksman;TOP;B;44.64;5.96;50.94%;17.86%;1.95%;7.64%;1.61
Veigar;Mage;MID;God;69.06;3.28;50.27%;62.95%;7.54%;15.12%;2.36
Veigar;Mage;ADC;B;45.15;-5.65;52.98%;28.81%;3.32%;15.12%;2.63
Vel'Koz;Mage;SUPPORT;B;45.68;0.68;50.61%;62.41%;1.63%;0.43%;2.18
Vel'Koz;Mage;MID;B;43.2;-2.35;51.24%;32.88%;0.80%;0.43%;2.6
Vex;Mage;MID;A;53.97;1.16;51.18%;94.19%;3.91%;4.62%;2.42
Vi;Fighter;JUNGLE;S;62.82;0.25;51.70%;95.48%;7.62%;4.61%;2.54
Viego;Assassin;JUNGLE;S;57.19;-4.91;48.65%;94.57%;8.10%;3.10%;2.4
Viktor;Mage;MID;S;58.86;2.51;51.48%;95.33%;5.28%;3.06%;2.33
Vladimir;Mage;MID;A;53.25;1.13;50.83%;74.57%;3.84%;5.22%;2.44
Vladimir;Mage;TOP;C;40.59;3.27;49.32%;23.76%;1.12%;5.22%;2.1
Volibear;Fighter;JUNGLE;B;44.87;-2.2;51.46%;43.45%;1.57%;0.78%;2.63
Volibear;Fighter;TOP;C;39.26;2.78;48.45%;52.78%;1.76%;0.78%;1.71
Warwick;Fighter;JUNGLE;A;49.41;-0.27;50.15%;63.70%;4.42%;6.09%;2.21
Warwick;Fighter;TOP;C;41.77;0.03;49.46%;33.55%;1.68%;6.09%;1.79
Wukong;Fighter;JUNGLE;God;71.93;5.98;52.40%;89.02%;9.10%;9.27%;2.86
Xayah;Marksman;ADC;God;73.99;-15.5;50.69%;99.01%;13.90%;13.13%;2.44
Xerath;Mage;SUPPORT;A;48.89;1.09;50.50%;69.14%;3.15%;3.01%;2.53
Xerath;Mage;MID;B;45.7;-2.52;50.12%;27.92%;1.21%;3.01%;3.2
Xin Zhao;Fighter;JUNGLE;B;45.09;-1.36;50.62%;88.36%;2.85%;0.43%;2.29
Yasuo;Fighter;MID;God;79.07;10.97;48.69%;72.38%;10.89%;16.95%;1.7
Yasuo;Fighter;TOP;C;41.56;1.69;47.41%;17.17%;2.55%;16.95%;1.46
Yone;Assassin;MID;S;60.83;4.25;49.37%;62.05%;7.01%;8.41%;1.86
Yone;Assassin;TOP;A;48.13;-2.94;48.49%;34.73%;3.67%;8.41%;1.63
Yorick;Fighter;TOP;B;47.68;1.01;49.99%;90.58%;3.30%;4.27%;1.46
Yuumi;Support;SUPPORT;S;63.84;-32.79;48.13%;98.92%;8.78%;28.72%;4.37
Zac;Tank;JUNGLE;S;54.91;-2.46;51.13%;75.02%;3.55%;5.73%;3.53
Zac;Tank;TOP;A;47.85;4.01;52.55%;12.59%;0.57%;5.51%;2.76
Zed;Assassin;MID;God;87.36;13.28;48.75%;77.95%;10.04%;32.10%;2.21
Zed;Assassin;JUNGLE;C;38.48;2.68;46.68%;16.68%;2.08%;32.10%;2.35
Zeri;Marksman;ADC;God;64.9;-2.3;50.96%;96.77%;10.92%;10.21%;2.6
Ziggs;Mage;SUPPORT;B;44.52;8.49;51.31%;12.06%;0.32%;0.31%;2.01
Ziggs;Mage;MID;C;42.15;-4.76;49.88%;57.18%;1.50%;0.29%;2.36
Ziggs;Mage;ADC;D;32.92;7.11;51.85%;29.37%;0.69%;0.29%;2.51
Zilean;Support;SUPPORT;A;48.33;-0.22;50.15%;80.94%;1.96%;0.82%;3.04
Zilean;Support;MID;B;47.55;-1.03;52.00%;14.13%;0.32%;0.79%;3.58
Zoe;Mage;MID;B;47.78;-0.85;49.35%;87.69%;2.98%;1.90%;2.59
Zoe;Mage;SUPPORT;D;37.57;-0.91;46.95%;10.46%;0.34%;1.85%;2.09
Zyra;Mage;SUPPORT;A;49.73;2.28;51.97%;89.96%;2.96%;2.00%;2.15
