Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Gnar;Fighter;TOP;B;42.64;-1.73;48.15%;96.23%;2.81%;0.51%;1.82
Gragas;Fighter;JUNGLE;B;44.93;-7.31;48.05%;49.27%;3.95%;3.70%;2.75
Gragas;Fighter;TOP;B;41.38;-12.81;46.49%;34.76%;2.90%;3.70%;1.97
Gragas;Fighter;MID;C;38.04;-6.92;48.45%;11.11%;0.90%;3.70%;2.3
Graves;Marksman;JUNGLE;S;70.86;5.43;50.14%;91.64%;8.85%;4.90%;2.61
Gwen;Fighter;TOP;A;51.26;-2.98;49.75%;91.20%;3.75%;2.21%;1.69
Hecarim;Fighter;JUNGLE;S;57.94;4.64;49.56%;99.09%;5.92%;10.05%;2.63
Heimerdinger;Mage;MID;B;43.72;-0.65;52.73%;22.82%;0.71%;1.50%;1.98
Heimerdinger;Mage;SUPPORT;B;40.5;-2.25;51.15%;47.27%;1.38%;1.50%;1.92
Heimerdinger;Mage;TOP;D;34.04;3.63;50.98%;20.15%;0.60%;1.56%;1.66
Illaoi;Fighter;TOP;S;60.13;-2.04;50.17%;93.96%;4.72%;11.62%;1.4
Irelia;Fighter;TOP;A;54.05;-3.4;49.02%;52.36%;4.11%;11.07%;1.61
Irelia;Fighter;MID;A;47.61;-1.87;49.13%;46.00%;3.67%;11.07%;1.81
Ivern;Support;JUNGLE;S;59.51;0.52;53.49%;60.09%;3.48%;7.60%;3.59
Ivern;Support;TOP;B;40.6;0;50.54%;22.47%;1.22%;7.60%;2.12
Ivern;Support;SUPPORT;C;38.52;-4.24;49.76%;10.59%;0.58%;7.60%;2.66
Janna;Support;SUPPORT;S;58.44;-0.49;51.99%;98.75%;4.92%;1.48%;3.13
Jarvan IV;Tank;JUNGLE;S;62.98;2.12;51.58%;92.08%;5.90%;2.57%;3.21
Jax;Fighter;TOP;God;93.02;0.47;51.91%;84.98%;8.21%;16.48%;1.72
Jax;Fighter;JUNGLE;D;28.64;-12.5;47.57%;11.84%;1.14%;16.48%;2.12
Jayce;Fighter;TOP;A;55.25;-3.06;49.37%;68.67%;4.32%;3.21%;1.8
Jayce;Fighter;MID;B;45.05;0.7;50.87%;29.22%;1.83%;3.21%;2.14
Jhin;Marksman;ADC;God;75.92;-18.73;50.76%;96.46%;14.29%;5.91%;2.85
Jinx;Marksman;ADC;A;52.77;-11.02;49.02%;98.07%;10.03%;2.42%;2.23
K'Sante;Fighter;TOP;S;61.84;-14.83;45.41%;85.52%;6.45%;6.07%;1.82
K'Sante;Fighter;MID;D;30.03;-5.09;45.03%;12.40%;0.99%;6.07%;1.93
Kai'Sa;Marksman;ADC;God;89.74;36.24;51.41%;87.03%;19.43%;4.57%;2.45
Kai'Sa;Marksman;MID;A;48.07;0;51.34%;10.45%;2.30%;4.57%;2.2
Kalista;Marksman;ADC;D;27.74;1.79;48.64%;88.47%;2.31%;0.69%;2.15
Karma;Mage;SUPPORT;A;50.8;3.25;48.25%;89.14%;5.30%;1.03%;2.56
Karthus;Mage;ADC;B;40.27;5.02;54.87%;32.77%;1.44%;3.63%;2.29
Karthus;Mage;JUNGLE;C;39.82;-1.67;50.46%;48.90%;2.00%;3.63%;2.48
Karthus;Mage;MID;C;39.29;-2.36;50.21%;10.03%;0.41%;3.63%;2.24
Kassadin;Assassin;MID;B;46.99;1.76;50.83%;95.43%;1.74%;3.03%;2.58
Katarina;Assassin;MID;S;62.56;-0.25;47.65%;95.09%;7.66%;11.93%;2.18
Kayle;Fighter;TOP;S;62.72;-6.13;52.95%;83.51%;4.32%;3.00%;1.83
Kayle;Fighter;MID;A;48.15;5.66;54.69%;13.49%;0.57%;3.00%;2.2
Kayn;Fighter;JUNGLE;God;76.25;15.12;50.75%;93.86%;9.54%;9.43%;2.43
Kennen;Mage;TOP;B;45.27;1.2;49.23%;80.77%;2.73%;2.40%;1.88
Kennen;Mage;MID;B;40.96;-4.7;50.88%;14.74%;0.47%;2.40%;2.28
Kha'Zix;Assassin;JUNGLE;God;93.03;-0.59;51.00%;99.04%;10.58%;24.57%;2.62
Kindred;Marksman;JUNGLE;God;86.04;22.4;52.78%;96.50%;9.12%;18.69%;2.43
Kled;Fighter;TOP;A;48.37;-2.69;52.32%;88.97%;1.91%;1.37%;2.18
Kog'Maw;Marksman;ADC;D;34.23;-20;50.57%;91.58%;2.95%;5.65%;2.12
LeBlanc;Assassin;MID;God;87.96;35.8;51.05%;89.20%;9.64%;22.71%;2.69
Lee Sin;Fighter;JUNGLE;God;77.09;16.25;47.81%;92.67%;11.32%;5.23%;2.65
Leona;Tank;SUPPORT;A;57.56;6.32;51.72%;98.21%;5.55%;3.53%;2.42
Lillia;Fighter;JUNGLE;A;50.51;-0.27;51.51%;85.96%;3.66%;1.69%;2.77
Lillia;Fighter;TOP;C;38.81;7.36;52.14%;11.17%;0.56%;1.94%;2.05
Lissandra;Mage;MID;A;50.85;0.35;51.30%;93.18%;2.87%;1.48%;2.42
Lucian;Marksman;ADC;A;53.06;-21.31;48.24%;94.21%;10.37%;5.64%;2.21
Lulu;Support;SUPPORT;S;59.5;-2.1;47.48%;96.97%;7.48%;7.56%;2.82
Lux;Mage;SUPPORT;God;77.25;11.15;49.47%;66.30%;11.15%;10.79%;2.37
Lux;Mage;MID;S;60.9;3.07;51.36%;30.19%;4.53%;10.79%;2.82
Malphite;Tank;TOP;God;84.3;-6.35;51.46%;74.06%;6.73%;13.79%;2.46
Malphite;Tank;MID;A;48.26;3.25;52.66%;11.31%;1.04%;13.79%;2.54
Malphite;Tank;SUPPORT;C;34.99;-1.43;48.08%;11.27%;1.07%;13.93%;2.03
Malzahar;Mage;MID;A;52.82;-2.28;50.88%;88.55%;3.76%;5.30%;2.24
Maokai;Tank;JUNGLE;A;51.39;1.74;52.40%;63.74%;3.12%;0.95%;3.04
Maokai;Tank;TOP;B;41.41;2.25;51.19%;17.06%;0.94%;0.95%;2.41
Maokai;Tank;SUPPORT;B;40.98;-3.21;51.51%;19.90%;0.87%;0.92%;2.31
Master Yi;Assassin;JUNGLE;God;73.25;9.69;49.60%;92.10%;8.32%;19.66%;2.09
Milio;Support;SUPPORT;God;92.33;-3.63;50.66%;99.58%;10.92%;26.81%;3.38
Miss Fortune;Marksman;ADC;S;65.31;4.03;51.83%;91.43%;11.60%;3.81%;2.3
Mordekaiser;Fighter;TOP;God;73.96;-6.99;49.59%;85.57%;6.47%;11.57%;1.8
Morgana;Mage;SUPPORT;S;58.82;5.17;48.06%;89.75%;5.89%;23.75%;2.35
Nami;Support;SUPPORT;A;55.13;-4.25;49.09%;99.45%;5.73%;0.60%;2.95
Nasus;Fighter;TOP;God;72.12;15.82;51.39%;81.26%;6.10%;5.19%;1.89
Nasus;Fighter;MID;B;41.5;-0.2;50.92%;10.98%;0.62%;5.19%;2.25
Nautilus;Tank;SUPPORT;God;79.4;16.65;51.37%;95.68%;11.08%;13.08%;2.35
Neeko;Mage;MID;S;66.06;0.03;52.83%;44.40%;4.42%;27.39%;2.58
Neeko;Mage;SUPPORT;B;46.93;-0.31;49.34%;29.54%;3.13%;27.39%;2.05
Neeko;Mage;JUNGLE;B;40.38;-2.98;48.59%;20.36%;1.95%;27.39%;2.77
Nidalee;Assassin;JUNGLE;A;47.91;0.27;48.14%;89.59%;4.35%;3.82%;2.89
Nilah;Marksman;ADC;B;40.62;-0.53;52.42%;96.65%;3.47%;5.78%;2.21
Nocturne;Assassin;JUNGLE;A;53;0.63;50.89%;93.69%;4.55%;4.34%;2.63
Nunu;Tank;JUNGLE;B;45.01;0.93;49.01%;91.26%;3.71%;0.85%;2.71
Olaf;Fighter;TOP;A;48.26;-2.33;51.19%;86.69%;2.68%;3.84%;1.74
Olaf;Fighter;JUNGLE;D;26.33;0;48.53%;10.66%;0.29%;3.74%;2.14
Orianna;Mage;MID;A;50.71;2.38;50.96%;90.94%;2.53%;0.26%;2.75
Ornn;Tank;TOP;S;62.17;-7.18;50.41%;92.68%;4.56%;1.31%;2.41
Pantheon;Fighter;MID;A;52.9;3.17;52.61%;32.92%;2.78%;5.55%;2.31
Pantheon;Fighter;TOP;B;45.39;-1.62;49.55%;32.41%;2.47%;5.55%;1.99
Pantheon;Fighter;SUPPORT;C;35.01;-4.64;46.52%;24.82%;2.18%;5.55%;1.83
Poppy;Tank;TOP;A;49.32;2.44;51.30%;45.85%;2.37%;2.48%;2.19
Poppy;Tank;JUNGLE;B;43.93;-2.53;51.08%;45.97%;2.24%;2.48%;2.83
Pyke;Support;SUPPORT;S;63.03;8.79;49.45%;94.95%;7.82%;12.56%;2.17
Qiyana;Assassin;MID;B;42.26;-2.46;47.61%;79.27%;2.80%;0.93%;2.18
Qiyana;Assassin;JUNGLE;D;23.77;-5.29;46.57%;14.89%;0.41%;0.93%;2.33
Quinn;Marksman;MID;B;46.83;-1.68;54.28%;11.73%;0.24%;0.90%;2.32
Quinn;Marksman;TOP;B;43.61;0.47;51.68%;79.48%;1.63%;0.89%;1.94
Rakan;Support;SUPPORT;S;67.21;8.42;52.07%;98.61%;7.78%;1.63%;2.91
Rammus;Tank;JUNGLE;A;51.22;-0.71;52.39%;76.62%;2.77%;8.77%;3.08
Rammus;Tank;TOP;D;34.35;3.75;51.21%;18.67%;0.59%;9.25%;1.6
Rek'Sai;Fighter;JUNGLE;God;78.95;19.04;54.04%;83.98%;7.12%;17.30%;2.9
Rek'Sai;Fighter;TOP;B;45.76;0;53.10%;14.53%;1.20%;17.30%;1.96
Rell;Tank;SUPPORT;S;69.1;14.68;55.31%;90.18%;6.23%;4.40%;3.07
Renata Glasc;Support;SUPPORT;B;44.83;0.98;51.33%;98.47%;1.71%;0.40%;2.67
Renekton;Fighter;TOP;S;65.55;6;50.46%;90.61%;5.52%;2.67%;1.91
Rengar;Assassin;JUNGLE;S;61.86;5.55;50.97%;81.95%;5.68%;19.07%;2.42
Rengar;Assassin;TOP;B;41.05;1.18;51.13%;14.60%;1.04%;19.07%;2
Riven;Fighter;TOP;A;54.9;0.74;50.01%;88.99%;4.14%;1.47%;1.81
Rumble;Fighter;TOP;B;42.07;10.72;48.85%;53.99%;2.21%;1.50%;2.05
Rumble;Fighter;MID;B;40.97;-1.8;49.85%;24.05%;0.92%;1.50%;2.35
Rumble;Fighter;JUNGLE;D;28.76;-1.96;47.36%;19.42%;0.77%;1.50%;2.66
Ryze;Mage;MID;B;46.01;8.88;49.88%;81.33%;2.39%;0.27%;2.34
Ryze;Mage;TOP;C;37.02;12.31;51.73%;16.29%;0.45%;0.27%;2.02
Samira;Marksman;ADC;S;61.95;10.71;51.16%;97.63%;9.53%;17.92%;2.28
Sejuani;Tank;JUNGLE;B;46.71;-2.71;50.00%;85.10%;2.98%;0.57%;3.22
Senna;Marksman;SUPPORT;S;61.12;2.55;50.39%;92.96%;7.30%;2.69%;2.47
Seraphine;Mage;SUPPORT;A;51.68;4.05;51.25%;68.23%;4.04%;1.11%;2.5
Seraphine;Mage;MID;B;44.78;-1.19;51.06%;10.89%;0.55%;1.11%;2.88
Seraphine;Mage;ADC;C;39.4;2.12;53.12%;20.44%;1.01%;1.11%;2.91
Sett;Fighter;TOP;S;65.33;-0.96;50.22%;83.07%;5.75%;3.15%;1.69
Shaco;Assassin;JUNGLE;S;60.59;7.55;49.27%;74.27%;5.86%;17.07%;2.67
Shaco;Assassin;SUPPORT;C;38.4;-5.86;48.66%;17.72%;1.36%;17.07%;2.26
Shen;Tank;TOP;A;56.48;-1.98;51.01%;81.10%;2.85%;0.46%;2.99
Shen;Tank;SUPPORT;D;34.47;-4.75;47.97%;11.00%;0.37%;0.48%;2.63
Shyvana;Fighter;JUNGLE;D;32.72;-7.65;49.07%;79.87%;1.22%;0.24%;2.39
Shyvana;Fighter;TOP;D;26.81;-0.64;48.21%;11.73%;0.18%;0.28%;1.85
Singed;Tank;TOP;B;40.02;-0.94;50.09%;79.20%;1.54%;0.41%;1.99
Sion;Tank;TOP;S;62.09;-4.62;50.49%;79.24%;5.22%;2.87%;1.67
Sion;Tank;MID;C;38.38;0.42;51.60%;10.05%;0.64%;2.87%;1.42
Sivir;Marksman;ADC;C;36.16;8.07;50.13%;96.91%;3.54%;0.70%;2.35
Skarner;Fighter;JUNGLE;C;35.95;-5.08;50.88%;74.03%;0.80%;0.20%;2.62
Skarner;Fighter;TOP;D;28.33;2.05;48.09%;20.50%;0.17%;0.20%;2.12
Sona;Support;SUPPORT;A;51.82;-2.54;51.70%;97.19%;3.46%;0.19%;2.85
Soraka;Support;SUPPORT;S;58.38;6.7;52.01%;96.84%;5.35%;1.37%;2.77
Swain;Mage;MID;A;47.18;-1.72;51.70%;23.81%;1.10%;2.66%;2.73
Swain;Mage;SUPPORT;B;47.08;-1.56;49.86%;58.71%;3.49%;2.66%;2.34
Sylas;Mage;MID;A;55.49;-1.37;49.39%;55.52%;5.33%;8.01%;2.12
Sylas;Mage;JUNGLE;B;39.96;-4.58;48.38%;31.81%;2.99%;8.01%;2.4
Syndra;Mage;MID;A;53.68;-2.19;50.05%;91.72%;4.54%;2.49%;2.28
Tahm Kench;Support;TOP;B;40.52;0.4;48.35%;60.08%;1.82%;0.84%;2.36
Tahm Kench;Support;SUPPORT;B;40.42;1.5;51.18%;31.65%;0.74%;0.84%;2.42
Taliyah;Mage;MID;B;42.73;1.41;50.81%;62.68%;1.08%;0.33%;2.25
Taliyah;Mage;SUPPORT;C;35.38;0;50.44%;10.24%;0.16%;0.33%;1.96
Taliyah;Mage;JUNGLE;D;30.96;-5.14;49.33%;21.87%;0.36%;0.33%;2.64
Talon;Assassin;MID;A;51.84;0.39;50.82%;69.96%;3.56%;2.61%;2.29
Talon;Assassin;JUNGLE;C;35.1;-5.19;49.42%;26.88%;1.40%;2.61%;2.52
Taric;Support;SUPPORT;A;49.32;-0.2;53.89%;90.55%;1.58%;0.27%;2.79
Teemo;Marksman;TOP;S;60.55;-1.5;50.57%;72.33%;4.55%;7.25%;1.69
Teemo;Marksman;SUPPORT;D;34.96;0;49.53%;10.50%;0.70%;7.91%;1.74
Thresh;Support;SUPPORT;God;84.69;15.6;50.45%;96.79%;13.79%;5.63%;2.56
Tristana;Marksman;MID;B;43.19;2.65;51.05%;23.38%;1.38%;2.67%;2.04
Tristana;Marksman;ADC;B;40.39;3.96;50.23%;72.49%;5.07%;2.67%;2.21
Trundle;Fighter;JUNGLE;C;38.13;-5.16;50.11%;60.95%;1.67%;0.86%;2.62
Trundle;Fighter;TOP;C;36.92;7.77;52.26%;34.49%;0.76%;0.86%;1.54
Tryndamere;Fighter;TOP;B;41.13;-2.86;49.16%;75.57%;2.26%;2.16%;1.74
Tryndamere;Fighter;MID;C;39.71;-6.53;50.89%;14.73%;0.35%;2.16%;2.11
Twisted Fate;Mage;MID;B;44.57;-2.45;47.40%;89.44%;3.65%;0.32%;2.15
Twitch;Marksman;ADC;B;43.04;-0.17;51.10%;77.24%;4.81%;4.94%;2.38
Twitch;Marksman;SUPPORT;D;32.49;-5.72;47.46%;12.63%;0.78%;4.94%;2
Udyr;Fighter;JUNGLE;C;38.32;-9.16;49.13%;81.70%;2.37%;2.15%;2.46
Udyr;Fighter;TOP;D;29.76;3.07;48.88%;15.61%;0.46%;2.15%;1.81
Urgot;Fighter;TOP;B;45.87;-2.72;50.62%;92.28%;2.32%;0.92%;1.97
Varus;Marksman;ADC;B;47.02;8.17;50.77%;70.03%;6.77%;2.91%;2.25
Varus;Marksman;TOP;B;43.4;5.36;51.48%;17.71%;1.73%;2.91%;1.84
Varus;Marksman;MID;C;37.73;0;48.95%;10.92%;1.03%;2.91%;1.99
Vayne;Marksman;ADC;B;40.41;5.95;49.98%;78.91%;5.61%;4.46%;2.02
Vayne;Marksman;TOP;D;30.58;1.59;48.07%;17.28%;1.13%;4.46%;1.53
Veigar;Mage;MID;S;58.25;0.49;51.29%;73.75%;5.08%;4.13%;2.24
Veigar;Mage;ADC;D;32.2;5.04;51.98%;13.45%;0.94%;4.53%;2.28
Vel'Koz;Mage;MID;B;41.89;2.26;50.31%;27.88%;0.67%;0.54%;2.53
Vel'Koz;Mage;SUPPORT;C;39.78;-4.73;49.68%;68.01%;1.73%;0.49%;2.11
Vex;Mage;MID;A;52.36;0.23;51.65%;93.15%;3.10%;3.72%;2.38
Vi;Fighter;JUNGLE;A;55.56;1.94;50.69%;95.73%;5.57%;2.55%;2.46
Viego;Assassin;JUNGLE;S;65.28;11.78;49.64%;94.49%;8.34%;2.24%;2.44
Viktor;Mage;MID;A;52.08;-1.25;50.40%;93.46%;3.98%;2.32%;2.22
Vladimir;Mage;MID;A;51.04;0.1;50.09%;77.27%;3.50%;4.96%;2.39
Vladimir;Mage;TOP;C;34.98;-4.24;49.08%;20.87%;0.95%;4.96%;2.05
Volibear;Fighter;TOP;C;37.53;0.21;48.08%;63.63%;2.16%;0.58%;1.67
Volibear;Fighter;JUNGLE;C;35.1;-7.85;50.09%;31.64%;1.02%;0.58%;2.59
Warwick;Fighter;JUNGLE;A;53.91;9.34;51.07%;72.34%;4.96%;5.70%;2.23
Warwick;Fighter;TOP;C;39.33;1.87;50.64%;28.86%;1.33%;5.19%;1.83
Wukong;Fighter;JUNGLE;B;43.36;-4.48;48.80%;82.53%;3.48%;1.57%;2.64
Wukong;Fighter;TOP;D;32.87;0.07;49.30%;13.85%;0.55%;1.57%;2.07
Xayah;Marksman;ADC;A;50.82;2.08;50.45%;98.96%;8.05%;3.03%;2.33
Xerath;Mage;SUPPORT;A;52.45;3.84;51.50%;71.14%;4.01%;3.73%;2.52
Xerath;Mage;MID;A;50.82;3.47;51.91%;25.59%;1.32%;3.73%;3.18
Xin Zhao;Fighter;JUNGLE;C;37.2;-7;49.43%;86.09%;2.35%;0.36%;2.19
Yasuo;Fighter;MID;God;87.87;-0.61;48.70%;70.73%;12.60%;20.50%;1.77
Yasuo;Fighter;TOP;B;46.15;-2.53;47.93%;17.01%;2.97%;20.50%;1.51
Yasuo;Fighter;ADC;D;32.38;0;51.19%;10.75%;1.87%;20.50%;1.98
Yone;Assassin;MID;S;59.14;-0.51;49.11%;55.30%;6.75%;7.41%;1.9
Yone;Assassin;TOP;A;55.32;-3.74;48.64%;40.67%;4.57%;7.41%;1.62
Yorick;Fighter;TOP;A;48.2;-0.21;51.04%;88.72%;2.91%;4.03%;1.52
Yuumi;Support;SUPPORT;God;73.36;-10.73;45.42%;99.13%;9.50%;19.24%;4.12
Zac;Tank;JUNGLE;A;52.43;0.02;51.98%;71.63%;2.84%;2.10%;3.59
Zac;Tank;TOP;B;46.58;0.74;53.53%;13.97%;0.68%;2.10%;2.68
Zed;Assassin;MID;God;88.01;10.85;50.65%;83.53%;10.03%;28.77%;2.29
Zeri;Marksman;ADC;C;39.7;-40.63;47.29%;87.17%;6.57%;7.58%;2.25
Ziggs;Mage;MID;C;39.28;-6.03;48.11%;56.83%;1.45%;0.29%;2.32
Ziggs;Mage;SUPPORT;D;34.96;-1.31;49.65%;12.88%;0.33%;0.31%;2.06
Ziggs;Mage;ADC;D;34.07;1.58;52.60%;29.44%;0.65%;0.29%;2.49
Zilean;Support;MID;A;47.12;-5.07;51.55%;12.82%;0.25%;0.61%;3.34
Zilean;Support;SUPPORT;B;44.06;-1.44;50.00%;81.28%;1.82%;0.60%;2.97
Zoe;Mage;MID;A;48.48;-2.75;49.23%;87.39%;3.17%;1.88%;2.5
Zoe;Mage;SUPPORT;D;33.66;-2.3;48.67%;10.51%;0.39%;1.84%;2.11
Zyra;Mage;SUPPORT;A;47.58;-0.67;52.06%;90.54%;2.83%;1.78%;2.1
