Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Quinn;Marksman;MID;B;41.38;2.13;52.94%;11.09%;0.16%;0.53%;2.13
Quinn;Marksman;TOP;C;38.88;-4.87;50.85%;75.39%;1.08%;0.51%;1.85
Rakan;Support;SUPPORT;God;69.29;-6.72;51.87%;98.87%;8.78%;4.47%;2.85
Rammus;Tank;JUNGLE;A;49.38;-0.6;51.51%;80.74%;2.60%;8.43%;3.1
Rammus;Tank;TOP;D;29.51;-9.77;48.76%;15.50%;0.40%;8.93%;1.59
Rek'Sai;Fighter;JUNGLE;C;36.05;-2.19;49.69%;94.38%;1.41%;0.80%;2.51
Rell;Tank;SUPPORT;B;46.01;1.17;52.42%;98.61%;1.36%;0.28%;2.47
Renata Glasc;Support;SUPPORT;B;45.43;0.23;50.70%;98.95%;2.01%;0.76%;2.68
Renekton;Fighter;TOP;B;47.14;0.64;48.23%;84.47%;3.59%;2.11%;1.77
Renekton;Fighter;MID;C;38.48;-0.73;51.02%;13.40%;0.58%;2.11%;1.97
Rengar;Assassin;JUNGLE;B;45.41;1.03;48.97%;77.04%;3.99%;8.60%;2.31
Rengar;Assassin;TOP;C;37.82;-0.17;49.97%;18.95%;1.05%;8.60%;1.89
Riven;Fighter;TOP;S;57.59;2.75;49.42%;89.16%;4.97%;1.96%;1.82
Rumble;Fighter;MID;B;42.8;-0.96;50.67%;39.82%;1.28%;1.37%;2.43
Rumble;Fighter;TOP;C;36.52;-6.43;47.88%;47.98%;1.50%;1.37%;2.05
Ryze;Mage;MID;C;39.52;-0.8;48.31%;83.34%;1.81%;0.30%;2.28
Ryze;Mage;TOP;C;35.75;-6.59;50.92%;14.15%;0.32%;0.30%;2
Samira;Marksman;ADC;A;47.54;0.17;50.06%;97.82%;6.64%;16.42%;2.23
Sejuani;Tank;JUNGLE;B;46.76;-4.42;49.36%;81.39%;3.33%;1.13%;3.12
Sejuani;Tank;TOP;C;37.35;-2.72;50.33%;11.52%;0.43%;1.20%;2.35
Senna;Marksman;SUPPORT;S;67.85;0.76;51.04%;92.74%;9.36%;4.15%;2.56
Seraphine;Mage;ADC;A;48.09;4.71;54.82%;22.71%;1.10%;1.30%;3.02
Seraphine;Mage;SUPPORT;B;45.42;-4.45;48.29%;67.08%;3.95%;1.30%;2.39
Sett;Fighter;TOP;S;66.33;7.71;50.08%;83.15%;6.28%;3.80%;1.71
Shaco;Assassin;JUNGLE;S;58.39;0.62;48.36%;77.66%;5.88%;18.23%;2.65
Shaco;Assassin;SUPPORT;C;39.72;0.08;49.54%;15.51%;1.14%;18.23%;2.21
Shen;Tank;TOP;S;64.91;2.55;52.26%;84.32%;4.01%;0.84%;2.99
Shyvana;Fighter;JUNGLE;C;37.69;-3.96;50.04%;80.72%;1.70%;0.46%;2.46
Shyvana;Fighter;TOP;D;27.14;-12.6;47.18%;11.85%;0.24%;0.50%;1.9
Singed;Tank;MID;A;49.83;-1.58;55.00%;15.26%;0.40%;0.56%;2.86
Singed;Tank;TOP;B;46.89;-3;52.47%;74.71%;1.71%;0.56%;2.06
Sion;Tank;TOP;God;72.02;4.74;50.96%;81.62%;7.03%;4.16%;1.67
Sion;Tank;MID;D;34.67;0;50.07%;10.22%;0.81%;4.16%;1.39
Sivir;Marksman;ADC;C;41.25;1.64;50.08%;97.75%;4.11%;0.85%;2.45
Skarner;Fighter;JUNGLE;C;40.55;1.24;52.14%;77.23%;0.83%;0.18%;2.75
Skarner;Fighter;TOP;D;26.36;-9.86;46.52%;18.12%;0.16%;0.18%;2.06
Sona;Support;SUPPORT;A;51.57;0.54;52.12%;97.33%;2.92%;0.18%;2.9
Soraka;Support;SUPPORT;A;53.18;-0.55;51.19%;95.89%;4.28%;1.41%;2.72
Swain;Mage;MID;B;43.49;-0.76;50.94%;21.01%;0.99%;3.03%;2.67
Swain;Mage;SUPPORT;B;41.37;-3.72;47.30%;59.99%;3.33%;2.80%;2.25
Swain;Mage;ADC;C;40.98;0;52.10%;10.12%;0.37%;3.03%;2.97
Sylas;Mage;MID;S;68.61;3.84;49.84%;54.11%;7.97%;13.48%;2.13
Sylas;Mage;JUNGLE;A;52.22;2.09;49.43%;33.93%;4.86%;13.48%;2.46
Syndra;Mage;MID;A;53.9;2.87;50.34%;92.02%;4.59%;2.30%;2.29
Tahm Kench;Support;TOP;A;48.99;-1.14;51.78%;56.03%;1.87%;3.40%;2.43
Tahm Kench;Support;SUPPORT;C;36.26;-0.2;48.26%;34.37%;0.88%;3.40%;2.34
Taliyah;Mage;MID;B;43.1;1.2;50.97%;66.64%;1.40%;0.40%;2.3
Taliyah;Mage;JUNGLE;D;31.39;-8.05;49.05%;20.83%;0.46%;0.40%;2.64
Talon;Assassin;MID;A;48.69;-0.72;50.13%;68.50%;3.42%;2.21%;2.21
Talon;Assassin;JUNGLE;D;33.14;-2.96;48.54%;26.95%;1.37%;2.21%;2.47
Taric;Support;SUPPORT;A;48.25;0.24;52.71%;89.54%;1.52%;0.33%;2.79
Teemo;Marksman;TOP;S;57.67;3.23;50.35%;72.48%;4.38%;6.86%;1.73
Thresh;Support;SUPPORT;God;92.06;0.46;50.24%;98.05%;16.84%;9.39%;2.57
Tristana;Marksman;ADC;B;46.35;-0.49;50.62%;70.63%;6.27%;3.76%;2.33
Tristana;Marksman;MID;B;44.13;-0.56;51.35%;25.58%;1.83%;3.76%;2.02
Trundle;Fighter;JUNGLE;D;35.15;-4.53;49.44%;67.75%;1.27%;0.70%;2.56
Trundle;Fighter;TOP;D;25.76;-6.63;47.18%;25.16%;0.45%;0.72%;1.49
Tryndamere;Fighter;TOP;B;41.91;-4.35;49.29%;78.29%;2.30%;2.16%;1.74
Tryndamere;Fighter;MID;C;39.3;-1.18;51.65%;12.91%;0.37%;2.16%;2.05
Twisted Fate;Mage;MID;B;43.57;-0.02;48.99%;90.61%;2.51%;0.18%;2.33
Twitch;Marksman;ADC;B;46.5;1.32;51.68%;70.93%;4.94%;6.73%;2.42
Twitch;Marksman;SUPPORT;D;32.34;2.55;46.11%;19.70%;1.37%;6.73%;1.97
Udyr;Fighter;JUNGLE;B;46.36;-1.2;50.57%;83.49%;3.20%;5.01%;2.58
Udyr;Fighter;TOP;D;29.25;-8.14;47.97%;14.46%;0.54%;5.01%;1.69
Urgot;Fighter;TOP;B;44.89;-6.91;49.70%;88.20%;2.51%;1.10%;1.92
Varus;Marksman;ADC;B;46.1;-2.36;49.83%;86.58%;7.04%;1.74%;2.36
Vayne;Marksman;ADC;A;47.38;0.55;50.79%;77.97%;7.07%;5.76%;2.14
Vayne;Marksman;TOP;C;39.57;-5.16;50.52%;18.83%;1.55%;5.76%;1.58
Veigar;Mage;MID;S;61.75;-2.8;51.48%;69.22%;5.78%;7.12%;2.29
Veigar;Mage;ADC;C;41.03;0.43;52.58%;20.09%;1.53%;7.12%;2.42
Vel'Koz;Mage;MID;B;44.41;4.29;51.98%;28.70%;0.76%;0.53%;2.65
Vel'Koz;Mage;SUPPORT;B;42.63;-2.25;50.40%;65.75%;1.94%;0.53%;2.16
Vex;Mage;MID;A;51.26;-3.09;50.12%;93.51%;3.76%;4.70%;2.4
Vi;Fighter;JUNGLE;S;62.9;1.89;51.67%;95.41%;6.63%;4.42%;2.5
Viego;Assassin;JUNGLE;S;61.37;1.29;49.94%;93.29%;7.37%;2.55%;2.47
Viktor;Mage;MID;S;57.06;1.13;51.15%;94.97%;5.00%;3.12%;2.28
Vladimir;Mage;MID;S;57.11;2.47;51.34%;77.26%;4.62%;6.55%;2.38
Vladimir;Mage;TOP;C;40.64;-3.7;50.43%;21.18%;1.21%;6.55%;2.09
Volibear;Fighter;JUNGLE;B;42.41;3.11;51.49%;45.06%;1.80%;0.89%;2.63
Volibear;Fighter;TOP;C;35.78;-3.81;47.61%;49.91%;1.95%;0.89%;1.63
Warwick;Fighter;JUNGLE;A;48.43;-1.98;49.92%;61.52%;4.35%;6.03%;2.18
Warwick;Fighter;TOP;B;41.33;-2.69;49.97%;35.01%;1.84%;6.03%;1.75
Wukong;Fighter;JUNGLE;S;56.96;-3.04;51.32%;84.59%;5.00%;5.42%;2.75
Wukong;Fighter;TOP;D;28.52;-9.41;46.32%;12.09%;0.68%;5.42%;1.97
Xayah;Marksman;ADC;S;63.46;-11.68;50.77%;99.09%;12.43%;13.74%;2.42
Xerath;Mage;SUPPORT;A;50.46;1.94;50.78%;72.10%;3.76%;3.50%;2.55
Xerath;Mage;MID;B;45.47;-0.55;50.30%;24.68%;1.21%;3.50%;3.12
Xin Zhao;Fighter;JUNGLE;B;43.72;-1.6;50.93%;87.49%;2.89%;0.52%;2.31
Yasuo;Fighter;MID;God;86.03;-0.99;48.91%;73.07%;11.99%;18.90%;1.71
Yasuo;Fighter;TOP;C;39.56;-3.51;46.36%;16.15%;2.63%;18.90%;1.47
Yone;Assassin;MID;S;59.39;-1.64;48.72%;61.62%;7.02%;7.99%;1.84
Yone;Assassin;TOP;B;47.15;-0.66;47.91%;34.22%;3.65%;7.99%;1.6
Yorick;Fighter;TOP;A;47.47;-0.08;50.96%;90.68%;2.94%;3.91%;1.45
Yuumi;Support;SUPPORT;God;75.36;0.95;49.36%;98.99%;8.85%;18.31%;4.46
Zac;Tank;JUNGLE;A;55.44;1.05;51.97%;71.83%;3.29%;4.35%;3.55
Zac;Tank;TOP;B;45.58;-2.81;52.46%;14.55%;0.70%;4.35%;2.72
Zed;Assassin;MID;God;89.48;1.29;49.80%;77.87%;9.89%;32.28%;2.23
Zed;Assassin;JUNGLE;D;32.14;-3.62;45.64%;15.17%;1.92%;32.28%;2.4
Zeri;Marksman;ADC;A;52.62;-1.57;50.46%;97.09%;8.32%;8.14%;2.54
Ziggs;Mage;MID;B;44.11;2.83;50.91%;56.50%;1.49%;0.31%;2.46
Ziggs;Mage;ADC;C;39.6;2.62;52.37%;30.28%;0.73%;0.31%;2.54
Ziggs;Mage;SUPPORT;D;32.12;2.69;47.72%;12.45%;0.34%;0.33%;1.97
Zilean;Support;MID;A;49.46;-0.34;53.33%;12.79%;0.33%;0.81%;3.44
Zilean;Support;SUPPORT;A;47.65;0.89;50.85%;82.93%;2.22%;0.81%;3.02
Zoe;Mage;MID;A;48.96;0.38;49.95%;86.61%;3.07%;2.13%;2.58
Zoe;Mage;SUPPORT;C;36.76;3.61;49.66%;11.76%;0.38%;1.98%;2.17
Zyra;Mage;SUPPORT;A;47.61;0.43;51.25%;91.68%;3.12%;2.15%;2.11
