Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Karma;Mage;SUPPORT;A;51.62;-0.14;48.25%;88.47%;5.98%;1.47%;2.65
Karthus;Mage;ADC;C;39.5;3.91;54.35%;27.34%;1.08%;2.87%;2.32
Karthus;Mage;JUNGLE;C;39.35;-1.85;49.67%;56.72%;1.98%;2.87%;2.49
Karthus;Mage;MID;C;38.04;0.79;50.35%;10.10%;0.32%;2.40%;2.27
Kassadin;Assassin;MID;B;44.06;-2.08;49.10%;96.16%;2.15%;6.76%;2.5
Katarina;Assassin;MID;God;81.76;9;49.00%;95.21%;11.19%;16.09%;2.25
Kayle;Fighter;TOP;A;48.3;-0.74;50.58%;81.99%;2.70%;0.74%;1.84
Kayle;Fighter;MID;B;44.32;5.23;53.65%;14.03%;0.40%;0.74%;2.27
Kayn;Fighter;JUNGLE;God;77.47;9.57;51.31%;96.49%;10.41%;11.53%;2.45
Kennen;Mage;TOP;A;49.39;0.53;50.09%;78.98%;2.94%;1.88%;2.01
Kennen;Mage;MID;B;44.65;-3.11;53.10%;16.95%;0.60%;1.88%;2.38
Kha'Zix;Assassin;JUNGLE;A;52.85;3.21;50.26%;97.85%;5.23%;2.02%;2.57
Kindred;Marksman;JUNGLE;A;51.14;4.12;50.29%;94.16%;5.02%;4.82%;2.27
Kled;Fighter;TOP;A;52.05;1.28;51.24%;87.82%;2.71%;1.77%;2.29
Kog'Maw;Marksman;ADC;D;35.15;0.87;52.03%;87.93%;1.73%;0.35%;2.18
LeBlanc;Assassin;MID;S;55.91;-2.15;47.86%;91.69%;5.22%;9.09%;2.83
Lee Sin;Fighter;JUNGLE;God;91.18;-1.64;48.49%;92.70%;14.86%;11.48%;2.69
Leona;Tank;SUPPORT;A;49.66;-0.16;49.83%;98.47%;4.57%;3.77%;2.32
Lillia;Fighter;JUNGLE;A;48.59;4.16;52.45%;85.15%;2.43%;1.07%;2.84
Lillia;Fighter;TOP;B;43.08;4.69;51.74%;11.54%;0.36%;1.14%;2.01
Lissandra;Mage;MID;A;53.29;2.17;50.81%;94.25%;4.01%;1.54%;2.48
Lucian;Marksman;ADC;B;45.2;-0.33;50.09%;91.92%;7.14%;1.67%;2.29
Lulu;Support;SUPPORT;S;66.05;9.51;48.85%;97.86%;9.38%;8.26%;2.94
Lux;Mage;SUPPORT;God;77.29;16.72;50.02%;69.32%;11.98%;11.94%;2.41
Lux;Mage;MID;S;61.08;0.46;51.39%;27.92%;4.59%;11.94%;2.91
Malphite;Tank;TOP;God;96.98;-0.16;52.39%;77.79%;10.77%;25.13%;2.52
Malphite;Tank;MID;B;47.24;0;51.41%;10.40%;1.41%;25.13%;2.6
Malzahar;Mage;MID;A;50.67;-3.84;50.49%;89.83%;3.64%;4.73%;2.24
Maokai;Tank;TOP;B;47.56;4.06;51.99%;20.99%;0.93%;1.31%;2.38
Maokai;Tank;JUNGLE;B;46.62;0.6;51.95%;44.57%;1.85%;1.29%;3.05
Maokai;Tank;SUPPORT;B;44.4;-3.16;51.96%;34.42%;1.43%;1.29%;2.32
Master Yi;Assassin;JUNGLE;God;68.9;7.22;50.56%;93.00%;8.13%;18.44%;2.1
Milio;Support;SUPPORT;God;88.33;-5.75;51.36%;98.64%;12.82%;17.95%;3.35
Miss Fortune;Marksman;ADC;A;52.56;-0.64;50.87%;88.30%;9.41%;2.31%;2.23
Mordekaiser;Fighter;TOP;God;71.33;-0.35;51.44%;85.25%;7.44%;12.78%;1.93
Morgana;Mage;SUPPORT;S;62.27;7.51;49.27%;90.19%;6.52%;27.16%;2.38
Nami;Support;SUPPORT;S;56.17;3.34;50.16%;99.39%;5.66%;0.89%;3.11
Nasus;Fighter;TOP;S;56.36;2.33;50.99%;81.50%;4.40%;3.91%;1.97
Nasus;Fighter;MID;C;40.22;2.1;51.48%;10.16%;0.38%;3.91%;2.24
Nautilus;Tank;SUPPORT;S;66.97;10.98;50.41%;96.26%;9.25%;11.42%;2.32
Neeko;Mage;MID;C;40.74;-1.65;49.85%;57.53%;1.30%;0.46%;2.29
Neeko;Mage;TOP;C;39.56;3.43;50.39%;11.13%;0.19%;0.50%;1.93
Neeko;Mage;SUPPORT;D;35.03;-10.98;49.16%;24.09%;0.55%;0.50%;1.98
Nidalee;Assassin;JUNGLE;B;46.61;2.17;48.69%;89.30%;3.90%;3.23%;2.86
Nilah;Marksman;ADC;C;41.76;4.47;53.23%;95.81%;3.04%;4.35%;2.27
Nocturne;Assassin;JUNGLE;S;57.75;1.07;52.11%;94.07%;5.18%;4.44%;2.66
Nunu;Tank;JUNGLE;B;47.5;-0.45;49.42%;91.74%;4.04%;1.42%;2.73
Olaf;Fighter;TOP;A;53.33;-6.9;51.20%;85.77%;3.63%;6.22%;1.81
Olaf;Fighter;JUNGLE;D;31.3;-4.37;49.17%;11.79%;0.44%;6.22%;2.25
Orianna;Mage;MID;B;47.18;-2.6;50.15%;92.09%;2.30%;0.19%;2.75
Ornn;Tank;TOP;A;52.04;-1.27;49.61%;92.38%;3.47%;0.56%;2.36
Pantheon;Fighter;TOP;A;53.59;1.25;51.47%;33.08%;3.23%;5.03%;2.07
Pantheon;Fighter;MID;A;53.33;-1.14;51.86%;35.60%;3.57%;5.03%;2.33
Pantheon;Fighter;SUPPORT;D;36.9;-4.5;47.73%;20.56%;2.16%;5.03%;1.92
Poppy;Tank;TOP;B;43.65;0.53;50.00%;45.78%;1.28%;0.76%;2.1
Poppy;Tank;JUNGLE;D;36.26;-5.49;48.99%;43.65%;1.23%;0.76%;2.72
Pyke;Support;SUPPORT;S;60.83;9.41;49.60%;95.38%;7.84%;13.40%;2.17
Qiyana;Assassin;MID;B;43.59;-0.35;48.54%;82.31%;3.06%;1.24%;2.07
Qiyana;Assassin;JUNGLE;D;21.56;-5.04;44.59%;12.42%;0.44%;1.24%;2.26
Quinn;Marksman;TOP;B;43.74;0.03;50.80%;75.76%;1.15%;0.66%;1.93
Quinn;Marksman;MID;C;39.24;-1.64;51.55%;12.10%;0.17%;0.68%;2.18
Rakan;Support;SUPPORT;God;76.01;14.42;52.61%;98.96%;10.51%;4.97%;2.95
Rammus;Tank;JUNGLE;A;49.98;-5.15;51.48%;77.59%;2.76%;8.85%;3.07
Rammus;Tank;TOP;C;39.27;-2.1;50.45%;19.18%;0.57%;9.22%;1.57
Rek'Sai;Fighter;JUNGLE;C;38.24;-2.7;49.95%;94.90%;1.43%;0.89%;2.57
Rell;Tank;SUPPORT;B;44.83;-2.35;51.96%;98.32%;1.37%;0.28%;2.48
Renata Glasc;Support;SUPPORT;B;45.2;-4.38;50.39%;99.04%;2.25%;0.79%;2.7
Renekton;Fighter;TOP;B;46.5;0.56;47.92%;85.20%;3.61%;2.12%;1.77
Renekton;Fighter;MID;C;39.21;3.72;51.22%;13.08%;0.57%;2.12%;2.01
Rengar;Assassin;JUNGLE;B;44.38;-2.03;48.77%;78.23%;3.82%;7.62%;2.36
Rengar;Assassin;TOP;C;37.99;-3.56;47.87%;18.48%;0.97%;7.62%;1.91
Riven;Fighter;TOP;S;54.84;-3.56;49.78%;89.58%;4.84%;2.06%;1.87
Rumble;Fighter;MID;B;43.76;-1.28;50.92%;40.75%;1.31%;1.41%;2.48
Rumble;Fighter;TOP;B;42.95;0.99;49.30%;47.02%;1.45%;1.41%;2.08
Ryze;Mage;TOP;C;42.35;3.79;51.29%;13.84%;0.33%;0.33%;2.05
Ryze;Mage;MID;C;40.31;-2.42;48.37%;83.83%;1.90%;0.33%;2.32
Samira;Marksman;ADC;B;47.37;-2.34;49.79%;97.61%;6.99%;17.35%;2.22
Sejuani;Tank;JUNGLE;A;51.18;-2.6;50.30%;83.61%;3.85%;1.38%;3.19
Sejuani;Tank;TOP;C;40.08;-0.86;49.05%;10.36%;0.46%;1.43%;2.29
Senna;Marksman;SUPPORT;S;67.09;8.57;51.76%;92.94%;8.88%;3.52%;2.59
Seraphine;Mage;SUPPORT;A;49.87;0.87;50.42%;68.82%;4.19%;1.26%;2.45
Seraphine;Mage;ADC;B;43.38;3.47;53.95%;21.66%;1.05%;1.26%;3.07
Sett;Fighter;TOP;S;58.62;-5.3;48.91%;84.20%;6.39%;3.97%;1.72
Shaco;Assassin;JUNGLE;S;57.78;1.29;49.04%;78.09%;5.77%;17.60%;2.68
Shaco;Assassin;SUPPORT;C;39.64;-1.74;49.84%;14.84%;1.03%;17.60%;2.27
Shen;Tank;TOP;S;62.37;-0.69;51.50%;85.20%;4.36%;0.83%;3.03
Shyvana;Fighter;JUNGLE;C;41.65;-1.22;51.17%;80.86%;1.74%;0.41%;2.53
Shyvana;Fighter;TOP;C;39.74;1.77;50.37%;13.73%;0.23%;0.41%;1.94
Singed;Tank;MID;A;51.41;-0.91;55.82%;15.17%;0.37%;0.55%;2.9
Singed;Tank;TOP;A;49.89;-0.51;52.60%;74.78%;1.82%;0.55%;2.03
Sion;Tank;TOP;God;67.28;2.7;52.24%;83.09%;7.17%;3.30%;1.75
Sivir;Marksman;ADC;C;39.61;-0.28;50.26%;97.80%;4.29%;0.86%;2.48
Skarner;Fighter;JUNGLE;C;39.31;-5.62;51.05%;79.55%;0.81%;0.17%;2.76
Skarner;Fighter;TOP;D;36.22;5.61;47.78%;17.56%;0.15%;0.17%;2.21
Sona;Support;SUPPORT;A;51.04;1.6;52.13%;97.69%;2.85%;0.15%;2.9
Soraka;Support;SUPPORT;A;53.73;2.15;51.53%;95.75%;4.32%;1.41%;2.78
Swain;Mage;SUPPORT;B;45.09;-2.63;49.14%;60.96%;3.45%;2.88%;2.35
Swain;Mage;MID;B;44.25;-3.77;50.86%;22.78%;1.09%;2.88%;2.74
Sylas;Mage;MID;S;64.76;-1;49.47%;54.64%;7.21%;14.30%;2.18
Sylas;Mage;JUNGLE;A;50.13;1.35;49.63%;33.87%;4.37%;14.30%;2.47
Syndra;Mage;MID;A;51.03;-1.15;49.47%;91.45%;4.28%;2.31%;2.3
Tahm Kench;Support;TOP;A;50.13;2.32;51.21%;61.06%;1.91%;1.48%;2.47
Tahm Kench;Support;SUPPORT;D;36.45;-3.28;48.68%;30.54%;0.77%;1.48%;2.4
Taliyah;Mage;MID;C;41.9;-1.65;50.05%;67.72%;1.62%;0.43%;2.23
Taliyah;Mage;JUNGLE;C;39.44;1.3;51.49%;20.26%;0.54%;0.43%;2.79
Talon;Assassin;MID;A;49.41;-2.39;50.11%;70.19%;3.66%;2.44%;2.19
Talon;Assassin;JUNGLE;D;36.09;-1.99;49.21%;26.73%;1.40%;2.44%;2.47
Taric;Support;SUPPORT;A;48.01;-1.57;52.60%;88.39%;1.58%;0.33%;2.81
Teemo;Marksman;TOP;A;54.44;-3.47;50.21%;74.16%;4.37%;6.80%;1.72
Thresh;Support;SUPPORT;God;91.59;21.83;49.69%;98.00%;17.29%;9.69%;2.57
Tristana;Marksman;ADC;B;46.84;1.16;51.12%;72.56%;6.57%;3.81%;2.35
Tristana;Marksman;MID;B;44.69;-0.13;51.76%;23.57%;1.69%;3.81%;2.08
Trundle;Fighter;JUNGLE;C;39.67;-6.66;50.45%;71.28%;1.46%;0.77%;2.63
Trundle;Fighter;TOP;D;32.39;1.47;47.17%;23.59%;0.44%;0.77%;1.52
Tryndamere;Fighter;TOP;B;46.27;3.61;50.31%;76.73%;2.37%;2.42%;1.74
Tryndamere;Fighter;MID;C;40.48;1.11;52.10%;14.17%;0.40%;2.42%;2.06
Twisted Fate;Mage;MID;B;43.58;0.46;49.03%;90.56%;2.45%;0.16%;2.34
Twitch;Marksman;ADC;B;45.18;0.71;51.87%;71.59%;4.87%;7.22%;2.46
Twitch;Marksman;SUPPORT;D;29.79;-9.54;45.33%;19.19%;1.31%;7.22%;1.91
Udyr;Fighter;JUNGLE;A;47.56;-0.71;51.07%;84.77%;3.18%;5.67%;2.58
Udyr;Fighter;TOP;D;37.39;3.13;49.17%;12.95%;0.49%;5.58%;1.72
Urgot;Fighter;TOP;A;51.81;6.7;52.52%;90.52%;2.45%;1.04%;1.99
Varus;Marksman;ADC;A;48.46;2.48;50.33%;88.05%;7.98%;1.80%;2.39
Vayne;Marksman;ADC;B;46.83;-5.77;50.85%;79.41%;7.16%;6.15%;2.15
Vayne;Marksman;TOP;B;44.73;0.09;51.34%;17.61%;1.49%;6.15%;1.66
Veigar;Mage;MID;S;64.54;-4.51;51.17%;67.50%;6.46%;10.24%;2.35
Veigar;Mage;ADC;C;40.61;-4.55;52.92%;22.70%;2.06%;10.24%;2.52
Vel'Koz;Mage;SUPPORT;B;44.88;-0.8;51.78%;66.51%;1.84%;0.47%;2.24
Vel'Koz;Mage;MID;C;40.12;-3.08;49.84%;29.14%;0.79%;0.49%;2.53
Vex;Mage;MID;A;54.36;0.39;51.37%;93.54%;3.94%;4.98%;2.44
Vi;Fighter;JUNGLE;S;61.02;-1.8;51.44%;95.10%;6.71%;4.29%;2.51
Viego;Assassin;JUNGLE;S;60.08;2.89;49.45%;94.64%;7.79%;2.78%;2.45
Viktor;Mage;MID;S;55.93;-2.94;50.68%;94.43%;4.98%;3.10%;2.29
Vladimir;Mage;MID;S;54.64;1.38;51.10%;76.57%;4.18%;5.75%;2.38
Vladimir;Mage;TOP;B;44.33;3.74;50.51%;21.78%;1.14%;5.75%;2.1
Volibear;Fighter;TOP;C;39.58;0.32;47.80%;50.59%;1.86%;0.85%;1.71
Volibear;Fighter;JUNGLE;C;39.3;-5.57;49.83%;45.20%;1.74%;0.85%;2.61
Warwick;Fighter;JUNGLE;A;50.41;1;50.68%;64.56%;4.45%;6.19%;2.23
Warwick;Fighter;TOP;B;44.02;2.25;49.96%;32.04%;1.75%;6.19%;1.79
Wukong;Fighter;JUNGLE;S;60;-11.93;50.70%;86.38%;6.20%;8.00%;2.76
Wukong;Fighter;TOP;C;37.93;0;48.10%;10.81%;0.75%;8.00%;1.99
Xayah;Marksman;ADC;God;75.13;1.15;51.05%;99.15%;14.96%;14.90%;2.46
Xerath;Mage;SUPPORT;A;48.52;-0.37;50.70%;71.53%;3.37%;3.10%;2.52
Xerath;Mage;MID;B;46.02;0.33;50.55%;25.50%;1.14%;3.10%;3.16
Xin Zhao;Fighter;JUNGLE;B;45.32;0.23;51.16%;88.83%;3.06%;0.53%;2.33
Yasuo;Fighter;MID;God;87.03;7.96;49.53%;72.53%;12.11%;19.28%;1.74
Yasuo;Fighter;TOP;B;43.07;1.51;47.39%;16.60%;2.72%;19.28%;1.48
Yone;Assassin;MID;S;61.04;0.2;49.97%;61.23%;6.90%;8.00%;1.88
Yone;Assassin;TOP;A;47.81;-0.32;48.57%;34.85%;3.66%;8.00%;1.6
Yorick;Fighter;TOP;B;47.55;-0.13;50.23%;88.20%;3.08%;4.07%;1.49
Yuumi;Support;SUPPORT;God;74.41;10.58;49.16%;99.03%;8.68%;20.27%;4.42
Zac;Tank;JUNGLE;A;54.39;-0.52;51.12%;73.48%;3.57%;4.87%;3.55
Zac;Tank;TOP;A;48.39;0.54;51.88%;14.11%;0.66%;4.87%;2.72
Zed;Assassin;MID;God;88.2;0.84;49.43%;77.77%;9.91%;32.64%;2.23
Zed;Assassin;JUNGLE;D;35.76;-2.72;46.47%;16.42%;2.02%;32.64%;2.42
Zeri;Marksman;ADC;A;54.19;-10.72;49.63%;97.03%;9.43%;9.50%;2.52
Ziggs;Mage;MID;C;41.28;-0.87;49.49%;53.30%;1.51%;0.33%;2.38
Ziggs;Mage;ADC;D;36.98;4.07;52.85%;33.59%;0.81%;0.33%;2.55
Ziggs;Mage;SUPPORT;D;29.43;-15.09;46.56%;12.16%;0.35%;0.36%;1.98
Zilean;Support;MID;A;49.81;2.25;53.53%;13.97%;0.34%;0.82%;3.43
Zilean;Support;SUPPORT;B;46.76;-1.57;50.72%;81.09%;2.12%;0.82%;3.02
Zoe;Mage;MID;A;48.59;0.81;49.86%;86.33%;2.95%;2.02%;2.63
Zoe;Mage;SUPPORT;D;33.15;-4.42;48.12%;11.72%;0.37%;1.94%;2.13
Zyra;Mage;SUPPORT;B;47.18;-2.54;51.15%;91.63%;3.20%;2.17%;2.11
