Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Bel'Veth;Fighter;JUNGLE;B;47.77;3.62;50.90%;89.84%;3.53%;6.18%;2.37
Blitzcrank;Tank;SUPPORT;God;70.25;3.85;51.80%;97.05%;7.57%;18.25%;2.44
Brand;Mage;SUPPORT;C;42.68;-1.32;49.95%;76.08%;3.05%;3.68%;1.79
Brand;Mage;MID;C;41.21;-2.51;49.11%;16.19%;0.67%;4.04%;2
Braum;Support;SUPPORT;B;45.58;-3.25;50.50%;98.59%;2.16%;0.30%;2.85
Caitlyn;Marksman;ADC;God;91.39;-1.53;50.06%;94.25%;19.62%;21.98%;2.26
Camille;Fighter;TOP;S;57.33;-1.49;49.63%;94.22%;4.86%;2.36%;1.97
Cassiopeia;Mage;MID;A;50.62;-0.59;52.15%;78.93%;2.82%;2.56%;2.29
Cassiopeia;Mage;TOP;B;43.1;1.12;53.83%;13.59%;0.51%;2.56%;1.99
Cho'Gath;Tank;TOP;A;54.34;12.07;51.28%;67.58%;3.50%;1.04%;2.14
Cho'Gath;Tank;MID;A;48.42;3.31;52.57%;16.24%;0.78%;1.04%;2.45
Corki;Marksman;MID;C;40.67;-3.36;47.90%;90.73%;1.00%;0.13%;2.2
Darius;Fighter;TOP;God;90.11;12.43;49.76%;94.43%;8.90%;21.88%;1.85
Diana;Fighter;JUNGLE;A;52.62;-2.45;50.86%;67.14%;4.92%;3.73%;2.47
Diana;Fighter;MID;B;43.74;-4.28;48.88%;30.62%;2.16%;3.73%;2.09
Dr. Mundo;Marksman;TOP;A;51.48;-1.86;52.36%;84.38%;2.71%;3.33%;1.92
Draven;Fighter;ADC;B;47.81;-1.47;49.95%;96.14%;7.00%;21.10%;2.12
Ekko;Assassin;JUNGLE;S;58.25;-3.79;50.83%;68.99%;6.08%;5.51%;2.73
Ekko;Assassin;MID;B;47.1;-0.49;50.08%;28.59%;2.38%;5.51%;2.36
Elise;Mage;JUNGLE;A;50.42;-25.11;49.16%;96.23%;4.31%;13.51%;2.65
Evelynn;Assassin;JUNGLE;A;52.26;0.23;50.07%;97.62%;4.38%;8.66%;2.89
Ezreal;Marksman;ADC;God;71.72;0.98;48.42%;94.63%;18.09%;3.63%;2.39
Fiddlesticks;Mage;JUNGLE;A;49.88;2.43;50.71%;87.18%;3.79%;3.74%;2.73
Fiora;Fighter;TOP;God;70.92;3.81;50.51%;97.72%;6.34%;15.42%;1.71
Fizz;Assassin;MID;A;49.27;0.4;50.25%;95.03%;3.34%;3.58%;2.43
Galio;Tank;MID;B;47.85;-0.87;50.28%;80.86%;1.87%;0.30%;2.72
Galio;Tank;SUPPORT;D;32.14;-5.72;48.31%;15.78%;0.34%;0.30%;2.28
Gangplank;Fighter;TOP;God;87.58;11.87;50.27%;80.46%;8.78%;16.72%;1.96
Gangplank;Fighter;MID;A;48.03;1.07;51.08%;18.33%;2.06%;16.72%;2.23
Garen;Fighter;TOP;S;57.14;0.3;49.58%;87.51%;4.82%;1.61%;2.02
Gnar;Fighter;TOP;B;45.38;-1.09;47.56%;96.73%;3.60%;0.50%;1.86
Gragas;Fighter;JUNGLE;A;54.57;5.65;50.38%;48.01%;5.05%;2.91%;2.94
Gragas;Fighter;TOP;A;50.33;4.38;49.57%;30.22%;3.19%;2.91%;2.24
Gragas;Fighter;MID;A;48.44;0;50.93%;17.33%;1.80%;2.91%;2.62
Graves;Marksman;JUNGLE;B;46.4;-0.64;48.48%;87.18%;4.44%;1.81%;2.55
Gwen;Fighter;TOP;B;43.95;-3.79;48.92%;87.46%;2.93%;0.98%;1.73
Hecarim;Fighter;JUNGLE;A;50.42;3.47;49.35%;98.82%;4.86%;4.81%;2.63
Heimerdinger;Mage;MID;B;46.22;-1.27;52.27%;17.97%;0.69%;3.71%;2.05
Heimerdinger;Mage;SUPPORT;B;43.18;-2.26;51.32%;59.83%;2.13%;3.71%;2.03
Heimerdinger;Mage;TOP;C;36.48;-1.31;51.47%;13.82%;0.51%;3.71%;1.71
Illaoi;Fighter;TOP;S;66.36;8.45;51.82%;94.57%;5.64%;10.59%;1.5
Irelia;Fighter;TOP;S;60.42;0.96;49.83%;49.65%;4.92%;16.53%;1.64
Irelia;Fighter;MID;A;50.5;0.83;50.13%;48.89%;4.89%;16.53%;1.83
Ivern;Support;JUNGLE;B;43.98;10.22;50.12%;81.93%;1.15%;0.42%;3.57
Ivern;Support;SUPPORT;D;24.78;0.38;44.64%;10.18%;0.14%;0.35%;2.39
Janna;Support;SUPPORT;A;49.28;-3.25;50.09%;96.94%;3.11%;0.78%;3.09
Jarvan IV;Tank;JUNGLE;God;80.57;0.59;52.89%;90.69%;10.28%;6.70%;3.33
Jax;Fighter;TOP;God;91.37;-2.13;51.17%;86.91%;8.90%;20.82%;1.7
Jax;Fighter;JUNGLE;D;34.64;0;48.98%;10.16%;1.07%;20.82%;2.12
Jayce;Fighter;TOP;S;64.21;4.3;49.44%;72.99%;6.21%;4.02%;1.84
Jayce;Fighter;MID;A;48.12;-2.51;51.40%;25.15%;2.12%;4.02%;2.22
Jhin;Marksman;ADC;God;74.94;-5.45;50.42%;93.92%;16.09%;3.76%;2.96
Jinx;Marksman;ADC;B;46.47;-0.64;50.31%;98.12%;7.74%;0.62%;2.31
K'Sante;Fighter;TOP;C;41.42;-4.25;45.47%;92.11%;3.49%;5.07%;1.86
Kai'Sa;Marksman;ADC;God;77.42;2.97;50.64%;96.15%;18.14%;3.31%;2.49
Kalista;Marksman;ADC;D;27.69;-1.73;48.67%;84.01%;2.28%;0.56%;2.23
Karma;Mage;SUPPORT;S;60.06;-2.62;48.44%;90.11%;7.67%;2.45%;2.68
Karthus;Mage;MID;B;44.1;-1.2;50.53%;11.39%;0.34%;1.80%;2.32
Karthus;Mage;JUNGLE;C;37.77;1.54;48.66%;59.04%;1.85%;1.80%;2.48
Karthus;Mage;ADC;C;36.79;-0.89;54.27%;21.71%;0.78%;1.80%;2.28
Kassadin;Assassin;MID;A;49.51;-1.13;49.17%;96.90%;3.47%;14.97%;2.62
Katarina;Assassin;MID;A;53.62;1.26;48.97%;95.52%;6.87%;8.47%;2.36
Kayle;Fighter;TOP;A;50.67;-1.43;52.05%;82.23%;2.87%;0.71%;1.84
Kayle;Fighter;MID;B;45.07;-0.91;51.45%;13.74%;0.41%;0.71%;2.19
Kayn;Fighter;JUNGLE;S;66.99;-3.38;50.69%;96.36%;8.97%;7.34%;2.44
Kennen;Mage;MID;B;46.9;-3.19;52.14%;17.77%;0.25%;0.30%;2.45
Kennen;Mage;TOP;C;35.64;-4.85;48.59%;77.31%;1.20%;0.33%;1.95
Kha'Zix;Assassin;JUNGLE;A;48.27;-0.41;49.79%;97.68%;4.28%;1.63%;2.52
Kindred;Marksman;JUNGLE;B;43.74;-0.7;49.18%;94.77%;3.69%;4.27%;2.19
Kled;Fighter;TOP;A;52.26;-2.19;51.63%;88.01%;2.77%;1.65%;2.29
Kled;Fighter;MID;A;48.87;0;53.22%;10.01%;0.31%;1.65%;2.5
Kog'Maw;Marksman;ADC;D;31;-4.65;50.99%;88.08%;1.58%;0.34%;2.22
LeBlanc;Assassin;MID;B;46.12;0.1;47.50%;90.16%;3.17%;4.10%;2.75
Lee Sin;Fighter;JUNGLE;God;92.11;3.29;49.47%;90.35%;15.83%;9.81%;2.75
Leona;Tank;SUPPORT;A;50.24;0.16;49.83%;98.81%;4.51%;3.81%;2.33
Lillia;Fighter;JUNGLE;B;44.09;-3.54;49.66%;87.49%;2.74%;1.44%;2.76
Lissandra;Mage;MID;A;49.64;1.55;50.80%;93.08%;2.91%;0.93%;2.54
Lucian;Marksman;ADC;B;43.29;-4.19;48.91%;91.51%;7.76%;2.42%;2.25
Lulu;Support;SUPPORT;God;70.23;0.02;48.99%;97.90%;9.16%;8.81%;2.96
Lux;Mage;SUPPORT;God;92.81;2.27;50.60%;73.04%;14.02%;12.27%;2.46
Lux;Mage;MID;S;55.63;-1.01;50.80%;24.41%;4.72%;12.27%;2.96
Malphite;Tank;TOP;God;72.47;16.5;51.92%;73.59%;6.14%;4.00%;2.47
Malphite;Tank;MID;A;49.98;2.41;53.06%;10.51%;0.87%;4.00%;2.59
Malphite;Tank;SUPPORT;D;28.04;-3.54;45.91%;11.58%;0.94%;4.03%;1.98
Malzahar;Mage;MID;A;51.63;3.3;52.09%;90.61%;3.35%;3.48%;2.32
Maokai;Tank;JUNGLE;B;47.7;-48.64;50.07%;58.14%;3.14%;11.85%;2.8
Maokai;Tank;SUPPORT;B;43.37;-7.34;51.33%;33.39%;1.79%;11.85%;2.18
Master Yi;Assassin;JUNGLE;S;58.72;-3.16;49.67%;92.28%;6.83%;14.99%;2.05
Miss Fortune;Marksman;ADC;A;53.01;2.54;50.60%;86.49%;9.82%;2.24%;2.26
Miss Fortune;Marksman;SUPPORT;D;25.56;-2.97;44.56%;11.43%;1.04%;2.24%;1.95
Mordekaiser;Fighter;TOP;God;73.45;4.95;50.38%;83.19%;6.81%;11.57%;1.92
Mordekaiser;Fighter;JUNGLE;C;39.81;0.24;51.19%;10.69%;1.01%;12.51%;2.34
Morgana;Mage;SUPPORT;God;71.72;1.19;50.30%;91.38%;7.16%;28.16%;2.44
Nami;Support;SUPPORT;S;66.14;-3.69;50.03%;99.51%;7.97%;2.10%;3.08
Nasus;Fighter;TOP;S;62.31;4.52;51.82%;81.38%;4.80%;4.37%;1.99
Nasus;Fighter;MID;B;46.36;-1.99;52.15%;10.54%;0.41%;4.37%;2.24
Nautilus;Tank;SUPPORT;God;72.09;0.79;50.97%;95.81%;9.40%;9.99%;2.35
Neeko;Mage;MID;B;47.96;-1.63;51.96%;57.75%;1.29%;0.38%;2.36
Neeko;Mage;TOP;C;39.28;-1.24;52.82%;10.35%;0.18%;0.41%;1.99
Neeko;Mage;SUPPORT;D;33.68;-1.02;49.41%;26.39%;0.57%;0.41%;2
Nidalee;Assassin;JUNGLE;B;45.06;0.61;47.57%;90.16%;4.10%;2.75%;2.81
Nilah;Marksman;ADC;C;41.67;-0.18;54.79%;96.36%;2.20%;3.61%;2.25
Nocturne;Assassin;JUNGLE;A;53.8;4.04;52.42%;93.01%;4.11%;2.56%;2.64
Nunu;Tank;JUNGLE;A;53.84;1.39;50.82%;91.92%;4.89%;2.05%;2.8
Olaf;Fighter;TOP;S;58.56;3.53;52.26%;86.33%;4.11%;4.43%;1.85
Olaf;Fighter;JUNGLE;C;39.34;12.04;51.96%;11.30%;0.49%;4.43%;2.37
Orianna;Mage;MID;A;49.09;0.86;49.91%;92.13%;2.79%;0.25%;2.79
Ornn;Tank;TOP;S;55.06;-2.07;51.02%;92.81%;3.44%;0.53%;2.41
Pantheon;Fighter;MID;A;48.8;-2.33;51.57%;30.81%;2.18%;2.03%;2.33
Pantheon;Fighter;TOP;B;44.59;-4.51;50.15%;33.55%;2.14%;2.03%;2.07
Pantheon;Fighter;SUPPORT;C;35.71;-5.8;48.52%;25.32%;1.83%;2.03%;1.87
Poppy;Tank;JUNGLE;C;41.19;6.17;50.73%;43.22%;1.33%;0.79%;2.69
Poppy;Tank;TOP;C;37.99;-3.55;49.02%;44.34%;1.33%;0.79%;2.08
Pyke;Support;SUPPORT;S;66.32;2.98;50.48%;95.56%;8.04%;13.38%;2.17
Qiyana;Assassin;MID;C;41.74;-2.42;47.65%;83.61%;2.19%;0.68%;2.07
Quinn;Marksman;MID;B;47.4;1.96;53.09%;11.34%;0.17%;0.61%;2.25
Quinn;Marksman;TOP;C;41.35;-2.63;51.34%;77.06%;1.28%;0.61%;1.9
Rakan;Support;SUPPORT;God;75.95;9.46;53.37%;98.66%;8.99%;1.93%;3.02
Rammus;Tank;JUNGLE;S;59.02;7.76;53.73%;87.50%;3.77%;8.56%;3.21
Rek'Sai;Fighter;JUNGLE;D;33.95;2.15;47.71%;94.81%;1.44%;0.66%;2.38
Rell;Tank;SUPPORT;B;43.6;-4.83;51.41%;98.61%;1.66%;0.37%;2.44
Renata Glasc;Support;SUPPORT;B;46.63;-0.13;50.70%;98.62%;2.60%;1.09%;2.67
Renekton;Fighter;TOP;A;50.68;-1.52;47.78%;86.33%;4.49%;2.98%;1.79
Renekton;Fighter;MID;B;44.41;0.08;51.13%;12.18%;0.65%;2.98%;2.04
Rengar;Assassin;JUNGLE;B;45.08;1.94;48.98%;73.84%;3.85%;7.57%;2.3
Rengar;Assassin;TOP;C;40.5;-1.27;50.57%;22.88%;1.19%;7.57%;1.99
Riven;Fighter;TOP;S;63.22;12.83;50.15%;90.93%;5.91%;2.45%;1.85
Rumble;Fighter;MID;B;47.46;-2.58;51.02%;42.02%;1.12%;0.63%;2.65
Rumble;Fighter;TOP;C;36.14;-3.91;48.44%;45.80%;1.14%;0.63%;2.13
Ryze;Mage;MID;B;47.01;0.78;49.51%;85.57%;2.80%;0.67%;2.43
Ryze;Mage;TOP;D;32.25;-9.39;48.91%;12.26%;0.40%;0.67%;1.97
Samira;Marksman;ADC;S;54.93;-17.31;49.99%;97.90%;8.51%;25.64%;2.21
Sejuani;Tank;JUNGLE;S;57.5;-0.63;51.43%;84.06%;4.92%;1.65%;3.26
Sejuani;Tank;TOP;C;38.73;-5.45;50.05%;11.31%;0.63%;1.65%;2.44
Senna;Marksman;SUPPORT;S;65.5;16.18;51.34%;89.73%;7.78%;2.04%;2.59
Seraphine;Mage;SUPPORT;B;47.15;-1.58;48.96%;67.98%;4.07%;1.25%;2.44
Seraphine;Mage;ADC;B;42.99;0.76;54.31%;21.99%;1.04%;1.25%;3.06
Sett;Fighter;TOP;God;73.26;7.42;50.21%;83.83%;7.68%;4.64%;1.74
Shaco;Assassin;JUNGLE;S;57.03;-1.94;48.92%;79.71%;5.95%;16.40%;2.67
Shaco;Assassin;SUPPORT;C;41.79;2.94;51.50%;14.05%;0.99%;16.40%;2.35
Shen;Tank;TOP;S;61.64;-2.05;51.72%;84.95%;3.66%;0.82%;3.03
Shyvana;Fighter;JUNGLE;C;38.45;4.43;49.85%;81.11%;1.35%;0.34%;2.49
Shyvana;Fighter;TOP;D;29.92;-10.57;48.33%;11.66%;0.19%;0.39%;1.96
Singed;Tank;MID;A;53.96;-0.41;55.38%;20.18%;0.47%;0.60%;2.88
Singed;Tank;TOP;B;46.32;-2.68;51.55%;68.95%;1.92%;0.60%;2.09
Sion;Tank;TOP;S;62.26;2.92;51.15%;82.79%;5.44%;1.48%;1.81
Sivir;Marksman;ADC;B;43.57;-2.58;50.95%;98.29%;5.60%;0.94%;2.49
Skarner;Fighter;JUNGLE;C;40.53;3.36;51.36%;74.59%;0.77%;0.16%;2.68
Skarner;Fighter;TOP;D;31.31;-6.33;48.39%;23.51%;0.20%;0.16%;2.16
Sona;Support;SUPPORT;A;51.54;-4.4;51.36%;97.85%;3.33%;0.25%;2.91
Soraka;Support;SUPPORT;A;53.74;-2.22;50.17%;96.40%;4.82%;1.88%;2.75
Swain;Mage;MID;A;52.15;-1.08;53.52%;22.86%;1.09%;3.39%;2.86
Swain;Mage;SUPPORT;B;45.32;-5.19;48.76%;63.14%;3.72%;3.39%;2.33
Sylas;Mage;JUNGLE;S;58.18;-16.06;48.82%;43.71%;6.50%;19.49%;2.43
Sylas;Mage;MID;S;57;3.18;49.84%;48.49%;7.32%;19.49%;2.21
Syndra;Mage;MID;A;49.62;-0.2;49.07%;92.16%;4.92%;2.60%;2.32
Tahm Kench;Support;TOP;B;43.21;-3.57;49.56%;66.63%;1.86%;0.77%;2.3
Tahm Kench;Support;SUPPORT;D;32.45;-1.46;48.02%;22.66%;0.59%;0.82%;2.28
Taliyah;Mage;MID;B;46.85;-1.54;51.05%;65.19%;1.45%;0.47%;2.36
Taliyah;Mage;JUNGLE;D;35.48;4.85;49.17%;23.13%;0.53%;0.47%;2.69
Talon;Assassin;MID;B;46.11;-1.09;49.25%;73.59%;2.95%;0.98%;2.23
Talon;Assassin;JUNGLE;D;30.93;5.14;46.99%;23.19%;0.93%;0.98%;2.4
Taric;Support;SUPPORT;A;49.06;5.33;53.34%;86.82%;1.61%;0.38%;2.8
Teemo;Marksman;TOP;S;56.62;5.35;50.66%;74.51%;4.25%;6.55%;1.76
Thresh;Support;SUPPORT;God;85.76;20.18;51.10%;97.88%;13.40%;3.93%;2.64
Tristana;Marksman;ADC;A;49.3;-2.53;50.91%;72.53%;7.89%;4.66%;2.32
Tristana;Marksman;MID;A;48.62;-1.96;52.00%;23.35%;2.16%;4.66%;2.12
Trundle;Fighter;JUNGLE;C;41.36;5.79;50.47%;74.61%;1.60%;1.03%;2.64
Trundle;Fighter;TOP;D;30.31;-3;49.11%;20.40%;0.45%;1.07%;1.56
Tryndamere;Fighter;MID;B;43.27;-5.2;50.69%;13.07%;0.35%;2.42%;2.06
Tryndamere;Fighter;TOP;B;42.74;-3.86;49.53%;78.48%;2.38%;2.42%;1.76
Twisted Fate;Mage;MID;B;43.41;-2.1;47.89%;89.95%;2.29%;0.20%;2.36
Twitch;Marksman;ADC;B;43.71;-4.69;50.82%;53.72%;5.15%;14.15%;2.43
Twitch;Marksman;SUPPORT;B;42.88;-3.06;49.02%;33.18%;2.92%;14.15%;2.06
Udyr;Fighter;JUNGLE;A;48.37;-15.19;49.85%;83.63%;3.89%;11.84%;2.48
Udyr;Fighter;TOP;D;34.06;-9.4;49.71%;13.67%;0.59%;11.84%;1.78
Urgot;Fighter;TOP;A;48.67;0.35;50.97%;92.91%;2.72%;1.11%;1.98
Varus;Marksman;ADC;A;54.32;-0.81;49.79%;87.62%;10.53%;3.50%;2.41
Vayne;Marksman;ADC;D;34.57;-2.12;48.88%;79.00%;5.06%;4.26%;2.01
Vayne;Marksman;TOP;D;34.5;-4.78;49.50%;17.87%;1.04%;4.26%;1.57
Veigar;Mage;MID;S;56.61;11.18;51.07%;72.73%;6.82%;3.97%;2.46
Veigar;Mage;ADC;C;37.45;8.72;52.92%;15.55%;1.33%;3.97%;2.6
Vel'Koz;Mage;MID;B;46.81;-0.36;50.89%;30.59%;0.83%;0.50%;2.65
Vel'Koz;Mage;SUPPORT;B;43.75;-2.84;51.67%;65.95%;1.86%;0.46%;2.23
Vex;Mage;MID;A;52.19;1.68;51.38%;93.64%;3.85%;4.42%;2.5
Vi;Fighter;JUNGLE;S;62.74;-2.14;51.83%;95.09%;7.28%;3.41%;2.52
Viego;Assassin;JUNGLE;S;64.72;12.67;49.33%;93.34%;9.51%;3.99%;2.38
Viktor;Mage;MID;A;53.99;2.39;50.94%;95.52%;5.77%;2.80%;2.34
Vladimir;Mage;MID;A;49.66;0.67;50.06%;75.33%;3.67%;4.20%;2.46
Vladimir;Mage;TOP;C;38.65;-1.51;49.81%;23.19%;1.05%;4.20%;2.13
Volibear;Fighter;JUNGLE;B;45.88;7.11;52.87%;42.73%;1.62%;0.91%;2.58
Volibear;Fighter;TOP;C;35.54;-4.2;47.83%;53.45%;1.73%;0.91%;1.74
Warwick;Fighter;JUNGLE;A;48.7;-0.46;49.71%;63.68%;4.64%;6.61%;2.12
Warwick;Fighter;TOP;B;43.01;-2.49;50.46%;33.25%;1.90%;6.61%;1.82
Wukong;Fighter;JUNGLE;S;62.18;2.07;52.24%;80.72%;6.39%;4.09%;2.79
Wukong;Fighter;TOP;C;41.76;-2.08;50.96%;16.26%;1.21%;4.09%;2.11
Xayah;Marksman;ADC;God;84.92;18.79;52.82%;98.82%;16.54%;13.50%;2.53
Xerath;Mage;SUPPORT;A;49.16;-0.44;50.33%;71.47%;3.64%;3.06%;2.56
Xerath;Mage;MID;A;49.11;1.17;50.21%;25.53%;1.27%;3.06%;3.28
Xin Zhao;Fighter;JUNGLE;C;42.04;4.11;50.48%;87.04%;2.40%;0.39%;2.27
Yasuo;Fighter;MID;S;61.05;7.84;48.86%;70.92%;11.08%;17.29%;1.72
Yasuo;Fighter;TOP;C;42.22;-1.54;47.65%;18.83%;2.80%;17.29%;1.46
Yone;Assassin;MID;A;54.45;2.65;49.72%;61.81%;7.63%;9.10%;1.91
Yone;Assassin;TOP;A;51.35;0.02;48.75%;35.10%;4.16%;9.10%;1.63
Yorick;Fighter;TOP;A;52.81;0.89;51.10%;91.93%;3.80%;4.23%;1.58
Yuumi;Support;SUPPORT;C;38.23;-5.95;41.32%;98.22%;3.98%;5.96%;3.6
Zac;Tank;JUNGLE;S;57.38;-3.01;51.03%;76.04%;4.41%;10.21%;3.43
Zac;Tank;TOP;B;46.89;-0.24;53.07%;10.54%;0.61%;10.21%;2.71
Zed;Assassin;MID;S;64.46;6.26;49.14%;77.51%;9.44%;32.39%;2.27
Zed;Assassin;JUNGLE;C;35.63;0.31;46.19%;17.60%;1.95%;32.39%;2.36
Zeri;Marksman;ADC;A;48.72;-2.38;50.40%;95.66%;7.60%;3.50%;2.54
Ziggs;Mage;MID;B;47.22;0.4;50.91%;53.02%;1.59%;0.35%;2.44
Ziggs;Mage;ADC;C;39.16;1.96;54.17%;34.58%;0.89%;0.35%;2.62
Ziggs;Mage;SUPPORT;D;35.08;1.1;50.38%;12.01%;0.36%;0.37%;2.04
Zilean;Support;MID;A;52.78;1.73;52.96%;12.92%;0.32%;0.93%;3.54
Zilean;Support;SUPPORT;B;44.96;-2.17;49.87%;82.81%;2.10%;0.93%;3.01
Zoe;Mage;MID;B;47.13;-3.21;48.80%;87.15%;3.07%;1.88%;2.59
Zoe;Mage;SUPPORT;D;29.74;-0.95;47.48%;10.66%;0.36%;1.81%;2.11
Zyra;Mage;SUPPORT;B;47.48;-2.62;51.00%;91.43%;3.37%;2.03%;2.17
